"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00091474","1965-03","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0",",0","9",",0","9",",0","4",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4",",0","0",",0","","","-7.2",",0,22,","0",",,0,31,+","0",",,0,31,+","78.7",",,0,24,","23.3",",0,17,","","","1776.2","0","","","294.7",",0","","","","","","","","","","","","","","","236.7",",,,0","0",",,,0","8.83",",0","15.51",",,,0","2.15",",,,0","",""
"USC00091474","1965-04","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","26.1","0","26.1",",0","10",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","1.1",",0,17,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,27,","31.7",",0,24,","","","1834.5","0","","","58.3",",0","","","","","","","","","","","","","","","141.8",",,,0","0",",,,0","17.26",",0","25.24",",,,0","9.28",",,,0","",""
"USC00091474","1965-05","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","119.1","0","93.0",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","","","8.9",",0,04,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,22,","32.2",",0,25,+","","","1834.5","0","","","0.0",",0","","","","","","","","","","","","","","","63.5",",,,0","0",",,,0","21.33",",0","30.29",",,,0","12.37",",,,0","",""
"USC00091474","1965-06","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","251.6","0","132.5",",0","9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","9.4",",0,19,","0",",,0,30,+","0",",,0,30,+","48.3",",,0,07,","32.2",",0,30,+","","","1834.5","0","","","0.0",",0","","","","","","","","","","","","","","","167.3",",,,0","0",",,,0","22.75",",0","29.54",",,,0","15.96",",,,0","",""
"USC00091474","1965-07","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","440.4","0","188.8",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","11.1",",0,17,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,03,","33.3",",0,27,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","64.2",",,,0","0",",,,0","24.42",",0","31.71",",,,0","17.14",",,,0","",""
"USC00091474","1965-08","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","635.3","0","194.9",",0","13",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","12.2",",0,30,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,23,","35.6",",0,18,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","148.4",",,,0","0",",,,0","24.62",",0","32.05",",,,0","17.19",",,,0","",""
"USC00091474","1965-09","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","746.7","0","111.4",",0","7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","6.7",",0,26,+","0",",,0,30,+","0",",,0,30,+","57.2",",,0,16,","33.3",",0,15,","","","6.6","0","","","6.6",",0","","","","","","","","","","","","","","","144.9",",,,0","0",",,,0","21.83",",0","29.02",",,,0","14.63",",,,0","",""
"USC00091474","1965-10","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","754.8","0","8.1","1,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","21",",0","0",",0","","","-3.9","1,0,26,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,01,","30.0",",0,01,","","","131.9","0","","","125.3",",0","","","","","","","","","","","","","","","55.3",",,,0","0",",,,0","14.43","1,0","22.77",",,,0","6.08","1,,,0","",""
"USC00091474","1965-11","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","754.8","0","0.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","","","-7.2",",0,30,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,22,","25.6",",0,08,","","","337.6","0","","","205.7",",0","","","","","","","","","","","","","","","64.1",",,,0","0",",,,0","11.48",",0","18.87",",,,0","4.08",",,,0","",""
"USC00091474","1965-12","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","754.8","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","1",",0","0",",0","","","-9.4",",0,08,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,13,","21.1",",0,31,","","","716.6","0","","","379.0",",0","","","","","","","","","","","","","","","22.4",",,,0","0",",,,0","6.11",",0","14.06",",,,0","-1.85",",,,0","",""
"USC00091474","1966-01","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0",",0","11",",0","10",",0","0",",0","3",",0","2",",0","2",",0","23",",0","1",",0","1",",0","0",",0","","","-21.7",",0,31,","127",",,0,30,","114",",,0,30,","17.8",",,0,03,","21.1",",0,01,","","","1231.5","0","","","514.9",",0","","","","","","","","","","","","","","","103.9",",,,0","139",",,,0","1.72",",0","8.09",",,,0","-4.65",",,,0","",""
"USC00091474","1966-02","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0","1,0","11",",0","11",",0","2",",0","0",",0","0",",0","1",",0","18",",0","1","1,0","0","1,0","0","1,0","","","-21.7",",0,01,","0",",T,0,08,+","0",",,0,28,+","64.8",",,0,13,","20.0","1,0,09,","","","1601.7","0","","","370.2","1,0","","","","","","","","","","","","","","","206.5",",,,0","0",",,,0","4.78","1,0","10.72","1,,,0","-1.17",",,,0","",""
"USC00091474","1966-03","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0","2,0","5",",0","5",",0","2",",0","0",",0","0",",0","0","2,0","14","2,0","0",",0","9",",0","0",",0","","","-6.7","2,0,09,","0",",,0,31,+","0",",,0,31,+","76.2",",,0,04,","27.8",",0,22,","","","1862.3","0","","","260.6",",0","","","","","","","","","","","","","","","126.5",",,,0","0",",,,0","9.31","2,0","17.42",",,,0","1.20","2,,,0","",""
"USC00091474","1966-04","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","25.1","0","25.1",",0","8","2,0","7","2,0","3","2,0","0",",0","0",",0","0",",0","5",",0","0",",0","23",",0","0",",0","","","-2.2",",0,05,","0",",,0,30,+","0",",,0,30,+","64.8","2,,0,22,","29.4",",0,13,","","","1975.6","0","","","113.3",",0","","","","","","","","","","","","","","","206.8",",a,,0","0",",,,0","15.39",",0","22.64",",,,0","8.14",",,,0","",""
"USC00091474","1966-05","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","68.6","0","43.5",",0","8","2,0","8","2,0","2","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","3.9",",0,11,+","0",",,0,31,+","0",",,0,31,+","39.4","2,,0,17,","30.6",",0,07,","","","2000.1","0","","","24.5",",0","","","","","","","","","","","","","","","216.6",",a,,0","0",",,,0","18.95",",0","26.00",",,,0","11.89",",,,0","",""
"USC00091474","1966-06","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","208.3","0","139.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","5.0",",0,02,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,17,","35.0",",0,28,","","","2005.9","0","","","5.8",",0","","","","","","","","","","","","","","","14.7",",,,0","0",",,,0","22.80",",0","31.01",",,,0","14.58",",,,0","",""
"USC00091474","1966-07","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","443.9","0","235.6",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","14.4",",0,25,+","0",",,0,31,+","0",",,0,31,+","41.9",",,0,06,","38.3",",0,15,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","104.9",",,,0","0",",,,0","25.93",",0","33.75",",,,0","18.12",",,,0","",""
"USC00091474","1966-08","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","622.1","0","178.2",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","11.1",",0,28,+","0",",,0,31,+","0",",,0,31,+","31.0",",,0,07,","33.9",",0,17,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","68.2",",,,0","0",",,,0","24.08",",0","30.94",",,,0","17.23",",,,0","",""
"USC00091474","1966-09","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","699.9","0","77.8",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","6.7",",0,24,","0",",,0,30,+","0",",,0,30,+","41.1",",,0,13,","33.9",",0,01,","","","5.6","0","","","5.6",",0","","","","","","","","","","","","","","","101.0",",,,0","0",",,,0","20.74",",0","27.92",",,,0","13.56",",,,0","",""
"USC00091474","1966-10","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","703.5","0","3.6",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","23",",0","0",",0","","","-1.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","71.1",",,0,18,","26.7",",0,12,+","","","146.6","0","","","141.0",",0","","","","","","","","","","","","","","","164.0",",,,0","0",",,,0","13.90",",0","22.40",",,,0","5.40",",,,0","",""
"USC00091474","1966-11","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","703.5","0","0.0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","15",",0","0",",0","","","-8.3",",0,04,","0",",,0,30,+","0",",T,0,02,","20.6",",,0,10,","24.4",",0,18,","","","377.8","0","","","231.2",",0","","","","","","","","","","","","","","","53.8",",,,0","0",",T,,0","10.63",",0","19.03",",,,0","2.22",",,,0","",""
"USC00091474","1966-12","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","703.5","0","0.0","1,0","7",",0","7",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0","1,0","1","1,0","0","1,0","","","-11.7",",0,25,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,28,","21.1","1,0,09,","","","761.9","0","","","384.1","1,0","","","","","","","","","","","","","","","93.7",",,,0","0",",,,0","5.47","1,0","12.22","1,,,0","-1.29",",,,0","",""
"USC00091474","1967-01","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","","0.0",",0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","2",",0","0",",0","","","-9.4",",0,12,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,08,","22.2",",0,25,","","","1168.3","","","","406.4",",0","","","","","","","","","","","","","","","92.5",",,,0","0",",,,0","5.22",",0","12.17",",,,0","-1.72",",,,0","",""
"USC00091474","1967-02","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","","0.0",",0","9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","17",",0","0",",0","1",",0","0",",0","","","-15.0",",0,25,","0",",T,0,27,+","0",",T,0,27,+","33.0",",,0,20,","21.7",",0,01,","","","1545.4","","","","377.1",",0","","","","","","","","","","","","","","","115.2",",,,0","0",",T,,0","4.86",",0","11.74",",,,0","-2.01",",,,0","",""
"USC00091474","1967-03","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","6.1","","6.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","19",",0","0",",0","","","-6.7",",0,19,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,10,+","28.9",",0,13,","","","1735.0","","","","189.6",",0","","","","","","","","","","","","","","","52.8",",,,0","0",",,,0","12.42",",0","21.35",",,,0","3.49",",,,0","",""
"USC00091474","1967-04","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","","","4",",0","3",",0","2",",0","0",",0","0",",0","","","","","0",",0","24",",0","0",",0","","","","","0",",,0,30,+","0",",,0,30,+","52.1",",,0,26,","30.6",",0,17,+","","","","","","","","","","","","","","","","","","","","","","","85.1",",,,0","0",",,,0","","","26.18",",,,0","","","",""
"USC00091474","1967-05","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","51.9",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","","","2.2",",0,10,","0",",,0,31,+","0",",,0,31,+","54.9",",,0,22,","33.3",",0,27,","","","","","","","44.4",",0","","","","","","","","","","","","","","","153.2",",,,0","0",",,,0","18.57",",0","25.85",",,,0","11.30",",,,0","",""
"USC00091474","1967-06","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","127.5",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","11.1",",0,07,+","0",",,0,30,+","0",",,0,30,+","40.6",",,0,22,","33.9",",0,18,","","","","","","","6.1",",0","","","","","","","","","","","","","","","185.2",",,,0","0",",,,0","22.38",",0","29.31",",,,0","15.45",",,,0","",""
"USC00091474","1967-07","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","149.7",",0","17",",0","16",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","10.0",",0,15,","0",",,0,31,+","0",",,0,31,+","102.9",",,0,10,","31.7",",0,31,+","","","0.3","","","","0.3",",0","","","","","","","","","","","","","","","313.6",",,,0","0",",,,0","23.15",",0","29.34",",,,0","16.97",",,,0","",""
"USC00091474","1967-08","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","152.1",",0","9",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","11.1",",0,14,","0",",,0,31,+","0",",,0,31,+","58.2",",,0,23,","33.9",",0,02,","","","0.3","","","","0.0",",0","","","","","","","","","","","","","","","205.6",",,,0","0",",,,0","23.24",",0","29.39",",,,0","17.09",",,,0","",""
"USC00091474","1967-09","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","45.8",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","29",",0","0",",0","","","0.0",",0,30,","0",",,0,30,+","0",",,0,30,+","88.9",",,0,27,","31.1",",0,20,+","","","25.5","","","","25.2",",0","","","","","","","","","","","","","","","169.3",",,,0","0",",,,0","19.02",",0","26.56",",,,0","11.48",",,,0","",""
"USC00091474","1967-10","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","7.8",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","23",",0","0",",0","","","-2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,25,","30.6",",0,06,","","","152.8","","","","127.3",",0","","","","","","","","","","","","","","","88.4",",,,0","0",",,,0","14.48",",0","23.59",",,,0","5.37",",,,0","",""
"USC00091474","1967-11","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","","","0.0",",0","9",",0","9",",0","2",",0","0",",0","0",",0","0",",0","16",",0","0",",0","4",",0","0",",0","","","-8.3",",0,07,","0",",,0,30,+","0",",,0,30,+","50.8",",,0,01,","25.0",",0,12,","","","472.3","","","","319.5",",0","","","","","","","","","","","","","","","142.7",",,,0","0",",,,0","7.68",",0","15.54",",,,0","-0.17",",,,0","",""
"USC00091474","1968-01","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0",",0","13",",0","11",",0","2",",0","2",",0","0","4,0","0",",0","24",",0","0",",0","1",",0","0",",0","","","-11.1",",0,14,+","25",",,0,14,+","0","4,,0,31,+","66.0",",,0,10,","21.1",",0,31,","","","","","","","460.3",",0","","","","","","","","","","","","","","","167.1",",,,0","0","4,,,0","3.48",",0","10.15",",,,0","-3.18",",,,0","",""
"USC00091474","1968-02","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0",",0","2",",0","2",",0","1",",0","1",",0","1",",0","0",",0","26",",0","0",",0","0",",0","0",",0","","","-12.8",",0,12,","76",",,0,29,","127",",,0,29,","35.6",",,0,29,","18.9",",0,01,","","","","","","","455.0",",0","","","","","","","","","","","","","","","44.0",",,,0","127",",,,0","2.64",",0","10.50",",,,0","-5.21",",,,0","",""
"USC00091474","1968-03","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0",",0","6",",0","6",",0","2",",0","0",",0","0",",0","0",",0","13",",0","0",",0","15",",0","0",",0","","","-11.1",",0,05,","0",",T,0,01,","0",",,0,31,+","42.2",",,0,12,","27.2",",0,20,","","","","","","","250.6",",0","","","","","","","","","","","","","","","119.8",",,,0","0",",,,0","10.25",",0","19.23",",,,0","1.27",",,,0","",""
"USC00091474","1968-04","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","8.3","0","8.3",",0","14",",0","12",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","-0.6",",0,12,","0",",,0,30,+","0",",,0,30,+","47.0",",,0,05,","29.4",",0,19,","","","","","","","100.7",",0","","","","","","","","","","","","","","","158.5",",,,0","0",",,,0","15.26",",0","22.68",",,,0","7.83",",,,0","",""
"USC00091474","1968-05","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","49.8","0","41.5",",0","12",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","2.2",",0,06,","0",",,0,31,+","0",",,0,31,+","110.5",",,0,26,","32.2",",0,25,","","","","","","","38.6",",0","","","","","","","","","","","","","","","241.6",",,,0","0",",,,0","18.43",",0","26.11",",,,0","10.75",",,,0","",""
"USC00091474","1968-06","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","197.7","0","147.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","6.7",",0,28,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,17,","36.1",",0,30,","","","","","","","0.0",",0","","","","","","","","","","","","","","","20.3",",,,0","0",",,,0","23.26",",0","31.48",",,,0","15.05",",,,0","",""
"USC00091474","1968-07","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","402.0","0","204.3",",0","15",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","15.0",",0,07,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,21,","36.1",",0,02,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","122.1",",,,0","0",",,,0","24.92",",0","32.10",",,,0","17.75",",,,0","",""
"USC00091474","1968-08","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","630.7","0","228.7",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","8.3",",0,29,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,19,","38.9",",0,23,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","54.8",",,,0","0",",,,0","25.71",",0","33.80",",,,0","17.63",",,,0","",""
"USC00091474","1968-09","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","698.0","0","67.3",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","5.0",",0,13,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,19,","32.2",",0,03,","","","6.7","0","","","6.7",",0","","","","","","","","","","","","","","","75.0",",,,0","0",",,,0","20.35",",0","28.39",",,,0","12.31",",,,0","",""
"USC00091474","1968-10","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","711.6","0","13.6",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","25",",0","0",",0","","","-3.9",",0,30,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,18,","30.0",",0,02,+","","","115.8","0","","","109.1",",0","","","","","","","","","","","","","","","64.8",",,,0","0",",,,0","15.25",",0","23.53",",,,0","6.98",",,,0","",""
"USC00091474","1968-11","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","711.6","0","0.0",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","6",",0","0",",0","","","-7.2",",0,21,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,04,","27.2",",0,03,","","","390.0","0","","","274.2",",0","","","","","","","","","","","","","","","122.2",",,,0","0",",,,0","9.19",",0","16.98",",,,0","1.41",",,,0","",""
"USC00091474","1968-12","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","711.6","0","0.0",",0","9",",0","9",",0","3",",0","0",",0","0",",0","0",",0","23",",0","0",",0","0",",0","0",",0","","","-11.1",",0,16,","0",",,0,31,+","0",",,0,31,+","58.4",",,0,22,","18.9",",0,01,","","","838.0","0","","","448.0",",0","","","","","","","","","","","","","","","148.4",",,,0","0",",,,0","3.88",",0","11.08",",,,0","-3.32",",,,0","",""
"USC00091474","1969-01","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0",",0","10",",0","9",",0","2",",0","0",",0","0",",0","0",",0","20",",0","0",",0","0",",0","0",",0","","","-13.3",",0,05,","0",",T,0,27,","13",",,0,27,","45.7",",,0,19,","20.0",",0,30,","","","1276.1","0","","","438.1",",0","","","","","","","","","","","","","","","127.3",",,,0","13",",,,0","4.20",",0","10.22",",,,0","-1.81",",,,0","",""
"USC00091474","1969-02","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0",",0","9",",0","9",",0","2",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","","","-6.7",",0,13,","0",",T,0,16,","0",",T,0,16,","52.1",",,0,02,","20.0",",0,02,","","","1617.0","0","","","340.9",",0","","","","","","","","","","","","","","","158.3",",,,0","0",",T,,0","6.16",",0","12.14",",,,0","0.18",",,,0","",""
"USC00091474","1969-03","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","0.0","0","0.0","1,0","8",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","17","1,0","0",",0","6",",0","0",",0","","","-7.2","1,0,13,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,18,","25.0",",0,24,","","","1947.7","0","","","330.7",",0","","","","","","","","","","","","","","","109.2",",,,0","0",",,,0","7.47","1,0","15.33",",,,0","-0.39","1,,,0","",""
"USC00091474","1969-04","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","13.4","0","13.4",",0","10",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","0",",0","","","-1.1",",0,01,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,15,","29.4",",0,04,","","","2020.5","0","","","72.8",",0","","","","","","","","","","","","","","","99.6",",,,0","0",",,,0","16.35",",0","24.44",",,,0","8.27",",,,0","",""
"USC00091474","1969-05","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","71.6","0","58.2",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","4.4",",0,12,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,18,","33.3",",0,31,","","","2052.3","0","","","31.8",",0","","","","","","","","","","","","","","","84.1",",,,0","0",",,,0","19.18",",0","27.10",",,,0","11.27",",,,0","",""
"USC00091474","1969-06","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","260.1","0","188.5",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","7.2",",0,04,+","0",",,0,30,+","0",",,0,30,+","26.7",",,0,15,","37.8",",0,29,+","","","2055.6","0","","","3.3",",0","","","","","","","","","","","","","","","56.4",",,,0","0",",,,0","24.51",",0","32.33",",,,0","16.68",",,,0","",""
"USC00091474","1969-07","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","523.0","0","262.9",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","15.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","88.9",",,0,23,","36.7",",0,19,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","137.8",",,,0","0",",,,0","26.81",",0","34.04",",,,0","19.59",",,,0","",""
"USC00091474","1969-08","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","709.7","0","186.7",",0","10",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","12.8",",0,24,","0",",,0,31,+","0",",,0,31,+","57.2",",,0,03,","32.8",",0,30,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","168.6",",,,0","0",",,,0","24.35",",0","30.70",",,,0","18.01",",,,0","",""
"USC00091474","1969-09","34.48333","-84.96667","199.6","CALHOUN EXPERIMENTAL STATION, GA US","795.5","0","85.8",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","7.2",",0,12,","0",",,0,30,+","0",",,0,30,+","69.9",",,0,22,","32.8",",0,18,","","","10.5","0","","","10.5",",0","","","","","","","","","","","","","","","137.7",",,,0","0",",,,0","20.84",",0","27.34",",,,0","14.34",",,,0","",""
