"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093727","1985-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","232.0","X","127.5",",X","13",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","5",",X","3","","3","","","","7.8",",X,05,+","0",",,X,31,+","0",",,X,31,+","26.2",",,X,03,","33.3",",X,28,+","1310.7","X","6.9",",X","47.4",",,,X","0",",,,X","22.22",",X","28.44",",,,X","16.01",",,,X","","","","","","","300",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1985-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","469.6","X","237.6",",X","9",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","15",",X","","","","","","","13.9",",X,14,","0",",,X,30,+","0",",,X,30,+","16.0",",,X,16,","37.8",",X,02,","1310.7","X","0.0",",X","55.1",",,,X","0",",,,X","26.25",",X","32.15",",,,X","20.36",",,,X","","","","","","","200",",X","","","","","","","","","13.9",",X","",""
"USW00093727","1985-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","760.2","X","290.6",",X","13",",X","11",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","21",",X","1","","1","","","","18.9",",X,19,","0",",,X,31,+","0",",,X,31,+","47.5",",,X,25,","37.8",",X,10,","0.0","X","0.0",",X","188.5",",,,X","0",",,,X","27.71",",X","32.58",",,,X","22.83",",,,X","","","","","","","180",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1985-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1017.4","X","257.2",",X","13",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","","","","","","","16.7",",X,04,","0",",,X,31,+","0",",,X,31,+","70.4",",,X,18,","35.0",",X,14,+","0.0","X","0.0",",X","182.9",",,,X","0",",,,X","26.63",",X","31.34",",,,X","21.92",",,,X","","","","","","","160",",X","","","","","","","","","11.8",",X","",""
"USW00093727","1985-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1196.6","X","179.2",",X","5",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","9",",X","4","","4","","","","9.4",",X,14,","0",",,X,30,+","0",",,X,30,+","85.3",",,X,26,","36.1",",X,08,","1.4","X","1.4",",X","135.6",",,,X","0",",,,X","24.26",",X","29.78",",,,X","18.74",",,,X","","","","","","","300",",X","","","","","","","","","22.1",",X","",""
"USW00093727","1985-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1320.3","X","123.7",",X","12",",X","11",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","2","","2","","","","9.4",",X,07,","0",",,X,31,+","0",",,X,31,+","75.9",",,X,30,","31.7",",X,15,","10.0","X","8.6",",X","225.5",",,,X","0",",,,X","22.05",",X","26.94",",,,X","17.15",",,,X","","","","","","","20",",X","","","","","","","","","11.8",",X","",""
"USW00093727","1985-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1379.6","X","59.3",",X","12",",X","8",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","0",",X","8","","8","","","","3.3",",X,09,","0",",,X,30,+","0",",,X,30,+","69.1",",,X,22,","28.3",",X,14,","47.6","X","37.6",",X","170.0",",,,X","0",",,,X","19.06",",X","24.32",",,,X","13.80",",,,X","","","","","","","320",",X","","","","","","","","","13.4",",X","",""
"USW00093727","1985-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1384.8","X","5.2",",X","7",",X","3",",X","1",",X","0","1,X","0",",X","0",",X","13",",X","0",",X","6",",X","0",",X","1","","1","","","","-7.8",",X,26,","0","1,,X,31,+","0",",,X,31,+","28.7",",,X,12,","24.4",",X,12,","365.8","X","318.2",",X","49.9",",,,X","0",",,,X","8.24",",X","14.48",",,,X","1.99",",,,X","","","","","","","250",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1986-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","0.0","X","0.0",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","20",",X","1",",X","3",",X","0",",X","","","","","","","-9.4",",X,28,","0",",T,X,27,","0",",T,X,27,","25.1",",,X,25,","23.9",",X,18,","728.2","X","362.4",",X","52.9",",,,X","0",",T,,X","6.64",",X","13.44",",,,X","-0.15",",,,X","","","","","","","280",",X","","","","","","","","","14.9",",X","",""
"USW00093727","1986-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","2.5","X","2.5",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","9",",X","0",",X","7","","7","","","","-7.2",",X,14,","0",",,X,28,+","0",",T,X,13,","13.2",",,X,18,+","27.8",",X,05,","942.7","X","214.5",",X","53.3",",,,X","0",",T,,X","10.76",",X","16.55",",,,X","4.98",",,,X","","","","","","","130",",X","","","","","","","","","20.0",",X","",""
"USW00093727","1986-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","14.8","X","12.3",",X","6",",X","4",",X","2",",X","0",",X","0",",X","0",",X","6",",X","0",",X","19",",X","0",",X","1","","1","","","","-3.3",",X,08,","0",",,X,31,+","0",",,X,31,+","66.0",",,X,14,","30.0",",X,31,","1106.9","X","164.2",",X","104.6",",,,X","0",",,,X","13.43",",X","20.05",",,,X","6.81",",,,X","","","","","","","190",",X","","","","","","","","","18.0",",X","",""
"USW00093727","1986-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","61.7","X","46.9",",X","5",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","26",",X","0",",X","2","","2","","","","2.2",",X,11,","0",",,X,30,+","0",",,X,30,+","17.8",",,X,04,","31.7",",X,05,","1160.3","X","53.4",",X","29.7",",,,X","0",",,,X","18.12",",X","25.24",",,,X","11.00",",,,X","","","","","","","270",",X","","","","","","","","","17.5",",X","",""
"USW00093727","1986-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","194.7","X","133.0",",X","6",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","5",",X","","","","","","","4.4",",X,11,","0",",,X,31,+","0",",,X,31,+","54.1",",,X,20,","34.4",",X,07,+","1176.7","X","16.4",",X","100.0",",,,X","0",",,,X","22.10",",X","28.10",",,,X","16.09",",,,X","","","","","","","90",",X","","","","","","","","","14.9",",X","",""
"USW00093727","1986-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","431.4","X","236.7",",X","12",",X","8",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","13",",X","17","","","","10","","16.7",",X,04,","0",",,X,30,+","0",",,X,30,+","27.4",",,X,20,","35.6",",X,13,+","1176.7","X","0.0",",X","112.7",",,,X","0",",,,X","26.22",",X","31.32",",,,X","21.13",",,,X","","","","","","","300",",X","","","","","","","","","19.0",",X","",""
"USW00093727","1986-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","742.1","X","310.7",",X","15",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","23",",X","25","","1","","10","","18.9",",X,05,","0",",,X,31,+","0",",,X,31,+","21.3",",,X,10,","36.7",",X,18,+","0.0","X","0.0",",X","102.4",",,,X","0",",,,X","28.35",",X","33.39",",,,X","23.32",",,,X","","","","","","","230",",X","","","","","","","","","18.5",",X","",""
"USW00093727","1986-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","963.2","X","221.1",",X","18","1,X","11","1,X","2","1,X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","22","","","","5","","13.3",",X,29,+","0",",,X,31,+","0",",,X,31,+","113.0","1,,X,03,","34.4",",X,09,+","0.3","X","0.3",",X","269.9","1,,,X","0",",,,X","25.46",",X","29.79",",,,X","21.12",",,,X","","","","","","","360",",X","","","","","","","","","22.6",",X","",""
"USW00093727","1986-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.1",",X","1136.4","X","173.2",",X","7",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","6",",X","17","","3","","1","","12.2",",X,18,","0",",,X,30,+","0",",,X,30,+","12.7",",,X,21,","34.4",",X,27,+","0.3","X","0.0",",X","21.6",",,,X","0",",,,X","24.11",",X","29.68",",,,X","18.53",",,,X","","","","","","","10",",X","","","","","","","","","12.9",",X","",""
"USW00093727","1986-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","","","1215.0","X","78.6",",X","9",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","5",",X","20","","","","1","","3.3",",X,21,+","0",",,X,31,+","0",",,X,31,+","26.9",",,X,25,","35.0",",X,05,+","50.8","X","50.5",",X","83.7",",,,X","0",",,,X","19.24",",X","24.44",",,,X","14.05",",,,X","","","","","","","290",",X","","","","","","","","","17.0",",X","",""
"USW00093727","1986-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.8",",X","1238.6","X","23.6",",X","14",",X","10",",X","1",",X","0",",X","0",",X","0",",X","1",",X","0",",X","11",",X","0",",X","14","","3","","","","-2.2",",X,14,","0",",,X,30,+","0",",,X,30,+","26.7",",,X,15,","28.9",",X,09,+","168.0","X","117.2",",X","107.8",",,,X","0",",,,X","15.21",",X","19.89",",,,X","10.54",",,,X","","","","","","","20",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1986-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.8",",X","1241.9","X","3.3",",X","9",",X","7",",X","3",",X","0",",X","0",",X","0",",X","8",",X","0",",X","4",",X","0",",X","12","","","","1","","-2.8",",X,14,","0",",,X,31,+","0",",,X,31,+","27.7",",,X,02,","25.0",",X,02,","447.5","X","279.5",",X","106.2",",,,X","0",",,,X","9.43",",X","14.75",",,,X","4.11",",,,X","","","","","","","140",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1987-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.5",",X","0.0","X","0.0",",X","12",",X","9",",X","2",",X","0",",X","0",",X","0",",X","13",",X","0",",X","2",",X","0",",X","11","","1","","","","-6.7",",X,28,","0",",,X,31,+","0",",T,X,27,+","52.1",",,X,01,","23.3",",X,19,","803.9","X","356.4",",X","170.5",",,,X","0",",T,,X","6.84",",X","12.65",",,,X","1.02",",,,X","","","","","","","250",",X","","","","","","","","","28.8",",X","",""
"USW00093727","1987-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.4",",X","0.0","X","0.0",",X","11",",X","6",",X","1",",X","0",",X","0",",X","0",",X","11",",X","0",",X","1",",X","0",",X","11","","","","","","-2.8",",X,11,+","0",",,X,28,+","0",",,X,28,+","37.6",",,X,28,","21.7",",X,12,","1115.4","X","311.5",",X","117.2",",,,X","0",",,,X","7.21",",X","13.22",",,,X","1.19",",,,X","","","","","","","260",",X","","","","","","","","","21.1",",X","",""
"USW00093727","1987-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.3",",X","4.8","X","4.8",",X","9",",X","8",",X","1",",X","0",",X","0",",X","0",",X","8",",X","0",",X","9",",X","0",",X","15","","1","","","","-1.7",",X,14,+","0",",,X,31,+","0",",,X,31,+","37.8",",,X,01,","26.7",",X,26,","1347.6","X","232.2",",X","108.7",",,,X","0",",,,X","11.00",",X","17.40",",,,X","4.59",",,,X","","","","","","","220",",X","","","","","","","","","19.0",",X","",""
"USW00093727","1987-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.4",",X","20.1","X","15.3",",X","10",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","17",",X","1",",X","4","","","","1","","0.6",",X,05,","0",",,X,30,+","0",",,X,30,+","42.7",",,X,15,","32.2",",X,30,","1457.6","X","110.0",",X","93.8",",,,X","0",",,,X","15.18",",X","21.17",",,,X","9.18",",,,X","","","","","","","300",",X","","","","","","","","","14.4",",X","",""
"USW00093727","1987-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.5",",X","133.0","X","112.9",",X","8",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","19","","2","","4","","6.1",",X,06,","0",",,X,31,+","0",",,X,31,+","13.0",",,X,19,","32.8",",X,18,","1469.8","X","12.2",",X","31.6",",,,X","0",",,,X","21.58",",X","27.82",",,,X","15.34",",,,X","","","","","","","250",",X","","","","","","","","","17.5",",X","",""
"USW00093727","1987-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.7",",X","357.8","X","224.8",",X","10",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","10",",X","28","","","","6","","14.4",",X,11,","0",",,X,30,+","0",",,X,30,+","23.9",",,X,18,","33.9",",X,21,+","1469.8","X","0.0",",X","112.7",",,,X","0",",,,X","25.83",",X","31.08",",,,X","20.58",",,,X","","","","","","","360",",X","","","","","","","","","20.6",",X","",""
"USW00093727","1987-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.2",",X","649.6","X","291.8",",X","9",",X","6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","22",",X","24","","1","","12","","15.6",",X,19,+","0",",,X,31,+","0",",,X,31,+","53.3",",,X,27,","38.3",",X,10,","0.0","X","0.0",",X","165.8",",,,X","0",",,,X","27.75",",X","33.36",",,,X","22.13",",,,X","","","","","","","250",",X","","","","","","","","","13.9",",X","",""
"USW00093727","1987-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.5",",X","929.2","X","279.6",",X","12",",X","10",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","21",",X","27","","2","","5","","19.4",",X,25,","0",",,X,31,+","0",",,X,31,+","60.5",",,X,10,","35.6",",X,18,","0.0","X","0.0",",X","285.8",",,,X","0",",,,X","27.35",",X","32.07",",,,X","22.63",",,,X","","","","","","","220",",X","","","","","","","","","18.5",",X","",""
"USW00093727","1987-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.1",",X","1123.0","X","193.8",",X","11",",X","9",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","6",",X","28","","1","","5","","12.2",",X,24,","0",",,X,30,+","0",",,X,30,+","41.4",",,X,05,","33.3",",X,18,+","0.0","X","0.0",",X","131.2",",,,X","0",",,,X","24.79",",X","29.91",",,,X","19.68",",,,X","","","","","","","150",",X","","","","","","","","","11.3",",X","",""
"USW00093727","1987-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.3",",X","1128.0","X","5.0",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","21",",X","0",",X","14","","1","","","","1.7",",X,29,","0",",,X,31,+","0",",,X,31,+","16.0",",,X,27,","27.8",",X,10,","99.5","X","99.5",",X","16.0",",,,X","0",",,,X","15.29",",X","22.65",",,,X","7.92",",,,X","","","","","","","330",",X","","","","","","","","","14.9",",X","",""
"USW00093727","1987-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.4",",X","1136.4","X","8.4",",X","12",",X","9",",X","2",",X","0",",X","0",",X","0",",X","5",",X","0",",X","19",",X","0",",X","24","","1","","2","","-2.8",",X,22,","0",",,X,30,+","0",",T,X,11,","46.2",",,X,28,","27.8",",X,05,","237.6","X","138.1",",X","156.4",",,,X","0",",T,,X","14.01",",X","20.80",",,,X","7.22",",,,X","","","","","","","260",",X","","","","","","","","","13.9",",X","",""
"USW00093727","1987-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.8",",X","1137.8","X","1.4",",X","7",",X","4",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","7",",X","0",",X","15","","","","","","-3.9",",X,19,","0",",,X,31,+","0",",,X,31,+","19.8",",,X,28,","24.4",",X,26,+","508.0","X","270.4",",X","44.3",",,,X","0",",,,X","9.65",",X","15.60",",,,X","3.71",",,,X","","","","","","","300",",X","","","","","","","","","15.9",",X","",""
"USW00093727","1988-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.8",",X","0.0","X","0.0",",X","12",",X","10",",X","1",",X","0",",X","0",",X","0",",X","20",",X","0",",X","3",",X","0",",X","15","","3","","","","-6.7",",X,28,+","0",",T,X,15,+","20",",,X,07,","45.0",",,X,03,","24.4",",X,20,","918.9","X","410.9",",X","133.9",",,,X","20",",,,X","5.08",",X","10.11",",,,X","0.05",",,,X","","","","","","","210",",X","","","","","","","","","13.4",",X","",""
"USW00093727","1988-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.9",",X","1.4","X","1.4",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","13",",X","0",",X","5",",X","0",",X","14","","2","","1","","-6.7",",X,14,","0",",,X,29,+","0",",,X,29,+","13.5",",,X,15,","23.9",",X,02,+","1216.8","X","297.9",",X","58.6",",,,X","0",",,,X","8.11",",X","14.44",",,,X","1.78",",,,X","","","","","","","280",",X","","","","","","","","","14.9",",X","",""
"USW00093727","1988-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.8",",X","2.5","X","1.1",",X","9",",X","7",",X","1",",X","0",",X","0",",X","0",",X","5",",X","0",",X","13",",X","0",",X","16","","","","3","","-1.7",",X,16,","0",",,X,31,+","0",",,X,31,+","25.4",",,X,10,","25.0",",X,31,+","1411.4","X","194.6",",X","75.7",",,,X","0",",,,X","12.09",",X","18.83",",,,X","5.35",",,,X","","","","","","","30",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1988-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.4",",X","24.0","X","21.5",",X","12",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","13","","1","","2","","2.2",",X,20,","0",",,X,30,+","0",",,X,30,+","44.5",",,X,13,","30.0",",X,06,","1498.9","X","87.5",",X","91.4",",,,X","0",",,,X","16.13",",X","22.55",",,,X","9.72",",,,X","","","","","","","210",",X","","","","","","","","","18.0",",X","",""
"USW00093727","1988-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.7",",X","111.3","X","87.3",",X","14",",X","11",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","3",",X","26","","1","","7","","5.6",",X,02,","0",",,X,31,+","0",",,X,31,+","53.6",",,X,28,","33.3",",X,31,","1519.4","X","20.5",",X","209.3",",,,X","0",",,,X","20.49",",X","26.50",",,,X","14.47",",,,X","","","","","","","180",",X","","","","","","","","","19.0",",X","",""
"USW00093727","1988-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.6",",X","264.3","X","153.0",",X","9",",X","8",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","7",",X","21","","","","7","","10.0",",X,12,","0",",,X,30,+","0",",,X,30,+","40.1",",,X,26,","35.6",",X,07,","1524.7","X","5.3",",X","136.4",",,,X","0",",,,X","23.26",",X","29.52",",,,X","17.00",",,,X","","","","","","","30",",X","","","","","","","","","23.1",",X","",""
"USW00093727","1988-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.7",",X","515.3","X","251.0",",X","10",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","24","","","","10","","12.2",",X,02,","0",",,X,31,+","0",",,X,31,+","46.2",",,X,23,","35.6",",X,15,","0.0","X","0.0",",X","193.4",",,,X","0",",,,X","26.43",",X","31.47",",,,X","21.39",",,,X","","","","","","","210",",X","","","","","","","","","31.9",",X","",""
"USW00093727","1988-08","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.1",",X","786.7","X","271.4",",X","13",",X","11",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","11",",X","28","","","","12","","19.4",",X,31,","0",",,X,31,+","0",",,X,31,+","38.1",",,X,21,","37.8",",X,18,","0.0","X","0.0",",X","172.8",",,,X","0",",,,X","27.09",",X","31.06",",,,X","23.12",",,,X","","","","","","","100",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1988-09","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.5",",X","928.4","X","141.7",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","27","","1","","4","","13.9",",X,07,","0",",,X,30,+","0",",,X,30,+","19.3",",,X,04,","33.3",",X,14,","0.0","X","0.0",",X","55.6",",,,X","0",",,,X","23.06",",X","27.81",",,,X","18.30",",,,X","","","","","","","50",",X","","","","","","","","","14.4",",X","",""
"USW00093727","1988-10","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.8",",X","944.2","X","15.8",",X","7",",X","5",",X","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","13",",X","0",",X","18","","2","","1","","0.0",",X,14,","0",",,X,31,+","0",",,X,31,+","22.6",",,X,21,","28.9",",X,02,+","124.5","X","124.5",",X","68.8",",,,X","0",",,,X","14.83",",X","21.30",",,,X","8.35",",,,X","","","","","","","270",",X","","","","","","","","","15.4",",X","",""
"USW00093727","1988-11","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.1",",X","954.8","X","10.6",",X","7",",X","7",",X","1",",X","0",",X","0",",X","0",",X","1",",X","0",",X","16",",X","0",",X","23","","","","3","","0.0",",X,25,","0",",,X,30,+","0",",,X,30,+","27.7",",,X,23,","26.7",",X,17,","263.7","X","139.2",",X","99.1",",,,X","0",",,,X","14.05",",X","20.86",",,,X","7.23",",,,X","","","","","","","210",",X","","","","","","","","","24.7",",X","",""
"USW00093727","1988-12","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.0",",X","954.8","X","0.0",",X","5",",X","2",",X","0",",X","1",",X","1",",X","0",",X","17",",X","0",",X","4",",X","0",",X","9","","2","","","","-7.8",",X,17,","25",",,X,17,","25",",,X,16,","6.1",",,X,16,","23.3",",X,28,+","601.0","X","337.3",",X","12.5",",,,X","25",",,,X","7.45",",X","14.21",",,,X","0.70",",,,X","","","","","","","190",",X","","","","","","","","","16.4",",X","",""
"USW00093727","1989-01","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.9",",X","0.0","X","0.0",",X","13",",X","9",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","5",",X","0",",X","19","","","","","","-4.4",",X,05,","0",",,X,31,+","0",",,X,31,+","15.7",",,X,01,","26.1",",X,08,","855.6","X","254.6",",X","63.2",",,,X","0",",,,X","10.12",",X","16.06",",,,X","4.17",",,,X","","","","","","","270",",X","","","","","","","","","26.7",",X","",""
"USW00093727","1989-02","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.2",",X","12.5","X","12.5",",X","12",",X","9",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","9",",X","0",",X","18","","1","","1","","-8.3",",X,10,","0",",T,X,25,+","0",",T,X,24,+","24.4",",,X,21,","28.9",",X,03,","1109.6","X","254.0",",X","84.7",",,,X","0",",T,,X","9.71",",X","15.48",",,,X","3.94",",,,X","","","","","","","260",",X","","","","","","","","","19.5",",X","",""
"USW00093727","1989-03","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.8",",X","24.2","X","11.7",",X","17",",X","13",",X","1",",X","0",",X","0",",X","0",",X","2",",X","0",",X","14",",X","0",",X","27","","2","","4","","-0.6",",X,11,+","0",",,X,31,+","0",",T,X,08,","30.0",",,X,23,","29.4",",X,29,","1298.6","X","189.0",",X","155.6",",,,X","0",",T,,X","12.61",",X","18.43",",,,X","6.79",",,,X","","","","","","","340",",X","","","","","","","","","14.9",",X","",""
"USW00093727","1989-04","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.2",",X","61.8","X","37.6",",X","12",",X","11",",X","2",",X","0",",X","0",",X","0",",X","1",",X","0",",X","18",",X","0",",X","24","","1","","5","","0.0",",X,12,","0",",,X,30,+","0",",T,X,11,+","62.5",",,X,25,","31.7",",X,25,","1409.8","X","111.2",",X","225.0",",,,X","0",",T,,X","15.88",",X","22.13",",,,X","9.63",",,,X","","","","","","","330",",X","","","","","","","","","21.6",",X","",""
"USW00093727","1989-05","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.9",",X","147.3","X","85.5",",X","11",",X","6",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","2",",X","24","","","","5","","3.3",",X,08,","0",",,X,31,+","0",",,X,31,+","46.2",",,X,15,","36.1",",X,27,","1436.5","X","26.7",",X","84.5",",,,X","0",",,,X","20.23",",X","26.38",",,,X","14.08",",,,X","","","","","","","220",",X","","","","","","","","","18.5",",X","",""
"USW00093727","1989-06","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","3.1",",X","392.7","X","245.4",",X","11",",X","10",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","11",",X","26","","","","12","","18.9",",X,30,","0",",,X,30,+","0",",,X,30,+","23.1",",,X,17,","36.7",",X,02,","1436.5","X","0.0",",X","115.5",",,,X","0",",,,X","26.51",",X","31.43",",,,X","21.60",",,,X","","","","","","","270",",X","","","","","","","","","20.0",",X","",""
"USW00093727","1989-07","34.70842","-77.43966","7.9","NEW RIVER MCAF, NC US","2.5",",X","665.6","X","272.9",",X","13",",X","9",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","10","","","","8","","17.2",",X,02,+","0",",,X,31,+","0",",,X,31,+","54.1",",,X,17,","36.7",",X,12,+","0.0","X","0.0",",X","151.6",",,,X","0",",,,X","27.14",",X","32.05",",,,X","22.22",",,,X","","","","","","","210",",X","","","","","","","","","14.4",",X","",""
