"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00294719","1910-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","652.8","6","83.9",",6","2",",6","2",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","4",",6","","","","","7.8",",6,28,+","","","0",",,6,30,+","45.7",",,6,21,","32.8",",6,10,","","","1.1","6","1.1",",6","","","49.5",",,,6","0",",,,6","21.09",",6","29.50",",,,6","12.68",",,,6","",""
"USC00294719","1910-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","652.8","6","0.0","3,6","4",",6","4",",6","0",",6","","","1",",6","0","2,6","9","2,6","0","3,6","18","3,6","0","3,6","","","","","-5.0","2,6,21,","","","89",",,6,20,","8.1",",,6,20,","27.8","3,6,09,+","","","176.5","6","175.4","3,6","","","26.4",",,,6","89",",,,6","12.11","3,6","21.06","3,,,6","3.16","2,,,6","",""
"USC00294719","1910-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","652.8","6","0.0",",6","2",",6","2",",6","0",",6","","","1",",6","0",",6","18",",6","0",",6","2",",6","0",",6","","","","","-5.6",",6,21,","","","51",",,6,14,","20.3",",,6,04,","22.8",",6,03,","","","495.2","6","318.7",",6","","","24.9",",,,6","51",",,,6","7.71",",6","15.72",",,,6","-0.30",",,,6","",""
"USC00294719","1910-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","652.8","6","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","","","-11.7",",6,31,","","","38",",,6,20,","3.0",",,6,20,","19.4",",6,04,+","","","976.1","6","480.9",",6","","","3.0",",,,6","38",",,,6","2.82",",6","11.33",",,,6","-5.69",",,,6","",""
"USC00294719","1911-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","1",",6","1",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","38",",,6,18,","3.0",",,6,18,","","","","","","","","","","","3.0",",,,6","38",",,,6","","","","","","","",""
"USC00294719","1911-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","1,6","5",",6","5",",6","0",",6","","","5",",6","0",",6","21",",6","6","1,6","0","1,6","0","1,6","","","","","-13.9",",6,22,","","","279",",,6,28,","19.6",",,6,28,","19.4","1,6,01,","","","","","445.2","1,6","","","43.2",",,,6","596",",,,6","1.89","1,6","8.26","1,,,6","-4.49",",,,6","",""
"USC00294719","1911-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","19.3",",,6,22,","","","","","","","","","","","38.9",",,,6","0",",,,6","","","","","","","",""
"USC00294719","1911-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","14",",6","0",",6","","","","","-1.1",",6,15,","","","0",",,6,30,+","17.0",",,6,08,","26.1",",6,23,+","","","","","171.4",",6","","","20.8",",,,6","0",",,,6","12.62",",6","21.11",",,,6","4.13",",,,6","",""
"USC00294719","1911-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","1",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","3.8",",,6,07,","","","","","","","","","","","3.8",",,,6","0",",,,6","","","","","","","",""
"USC00294719","1911-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","0.0",",T,6,29,","","","","","","","","","","","0.0",",T,,6","0",",,,6","","","","","","","",""
"USC00294719","1911-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","96.4",",6","10",",6","10",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","4",",6","","","","","11.1",",6,04,+","","","0",",,6,31,+","40.6",",,6,01,","33.3",",6,23,+","","","0.6","6","0.6",",6","","","159.0",",,,6","0",",,,6","21.42",",6","28.13",",,,6","14.72",",,,6","",""
"USC00294719","1911-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","129.4","1,6","3",",6","3",",6","0",",6","","","0",",6","0","1,6","0","1,6","0",",6","31",",6","18",",6","","","","","10.0","1,6,31,+","","","0",",,6,31,+","8.9",",,6,21,","35.0",",6,16,+","","","1.2","6","0.6",",6","","","17.8",",,,6","0",",,,6","22.59","1,6","31.33",",,,6","13.86","1,,,6","",""
"USC00294719","1911-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","63.9",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","","","","","7.2",",6,23,","","","0",",,6,30,+","12.7",",,6,14,","32.2",",6,05,","","","11.5","6","10.3",",6","","","30.4",",,,6","0",",,,6","20.12",",6","27.06",",,,6","13.18",",,,6","",""
"USC00294719","1911-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.6","1,6","1",",6","0",",6","0",",6","","","1",",6","0",",6","16",",6","0","1,6","21","1,6","0","1,6","","","","","-5.6",",6,23,","","","25",",,6,28,","2.0",",,6,28,","26.7","1,6,09,","","","203.2","6","191.7","1,6","","","2.0",",,,6","25",",,,6","11.95","1,6","22.35","1,,,6","1.56",",,,6","",""
"USC00294719","1911-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","0",",6","29",",6","1",",6","0",",6","0",",6","","","","","-13.9",",6,29,","","","51",",,6,28,","4.1",",,6,28,","20.6",",6,06,+","","","607.6","6","404.4",",6","","","4.1",",,,6","51",",,,6","4.85",",6","13.30",",,,6","-3.59",",,,6","",""
"USC00294719","1911-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","0",",6","31",",6","5",",6","0",",6","0",",6","","","","","-15.0",",6,31,+","","","51",",,6,15,","4.6",",,6,15,","16.7",",6,03,","","","1232.8","6","625.2",",6","","","4.6",",,,6","51",",,,6","-1.83",",6","6.32",",,,6","-9.99",",,,6","",""
"USC00294719","1912-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0","1,6","27","1,6","2",",6","0",",6","0",",6","","","","","-15.6","1,6,03,+","","","0",",,6,31,+","0.0",",,6,31,+","17.2",",6,26,","","","1747.6","6","514.8",",6","","","0.0",",,,6","0",",,,6","1.21","1,6","9.65",",,,6","-7.23","1,,,6","",""
"USC00294719","1912-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","2",",6","0",",6","24",",6","0",",6","0",",6","0",",6","","","","","-11.1",",6,28,+","","","76",",,6,24,","6.9",",,6,24,","17.2",",6,12,","","","2171.5","6","423.9",",6","","","9.2",",,,6","101",",,,6","3.72",",6","12.04",",,,6","-4.61",",,,6","",""
"USC00294719","1912-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","2",",6","0",",6","23",",6","0",",6","0",",6","0",",6","","","","","-5.6",",6,16,","","","89",",,6,23,","7.1",",,6,23,","18.3",",6,18,","","","2554.4","6","382.9",",6","","","9.1",",,,6","114",",,,6","5.98",",6","13.24",",,,6","-1.28",",,,6","",""
"USC00294719","1912-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","","","","","","","","","","","0",",6","20",",6","0",",6","6",",6","0",",6","","","","","-3.9",",6,13,+","","","","","","","25.0",",6,29,","","","2850.4","6","296.0",",6","","","","","","","8.47",",6","17.59",",,,6","-0.66",",,,6","",""
"USC00294719","1912-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","10.4","6","10.4",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","29",",6","6",",6","","","","","-1.1",",6,15,+","","","0",",,6,31,+","0.0",",T,6,09,","33.3",",6,30,+","","","2944.0","6","93.6",",6","","","0.0",",T,,6","0",",,,6","15.65",",6","26.97",",,,6","4.33",",,,6","",""
"USC00294719","1912-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,30,+","8.9",",,6,23,","","","","","","","","","","","20.3",",,,6","0",",,,6","","","","","","","",""
"USC00294719","1912-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","149.9",",6","5",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","19",",6","","","","","7.8",",6,06,+","","","0",",,6,31,+","50.8",",,6,22,","38.3",",6,10,","","","0.0","6","0.0",",6","","","83.9",",,,6","0",",,,6","23.17",",6","33.03",",,,6","13.31",",,,6","",""
"USC00294719","1912-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","134.6","1,6","1",",6","1",",6","1",",6","","","0",",6","0",",6","0",",6","0","1,6","30","1,6","18","1,6","","","","","10.0",",6,09,","","","0",",,6,31,+","38.1",",,6,15,","36.7","1,6,09,","","","0.0","6","0.0","1,6","","","38.1",",,,6","0",",,,6","22.81","1,6","32.42","1,,,6","13.21",",,,6","",""
"USC00294719","1912-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","23.1",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","30",",6","3",",6","","","","","-1.1",",6,22,","","","0",",,6,30,+","0.0",",T,6,02,","32.8",",6,03,","","","61.0","6","61.0",",6","","","0.0",",T,,6","0",",,,6","17.07",",6","28.30",",,,6","5.84",",,,6","",""
"USC00294719","1912-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","1,6","1",",6","1",",6","1",",6","","","0",",6","0",",6","15",",6","0","1,6","18","1,6","0","1,6","","","","","-6.7",",6,29,","","","0",",,6,31,+","31.8",",,6,05,","24.4","1,6,16,+","","","278.4","6","217.4","1,6","","","31.8",",,,6","0",",,,6","11.09","1,6","21.19","1,,,6","0.99",",,,6","",""
"USC00294719","1912-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","1,6","0",",6","0",",6","0",",6","","","0",",6","0",",6","29",",6","0","1,6","2","1,6","0","1,6","","","","","-11.7",",6,29,","","","0",",,6,30,+","0.0",",,6,30,+","21.1","1,6,10,+","","","677.9","6","399.5","1,6","","","0.0",",,,6","0",",,,6","4.56","1,6","15.19","1,,,6","-6.06",",,,6","",""
"USC00294719","1912-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","5",",6","31",",6","8",",6","0",",6","0",",6","","","","","-20.0",",6,07,","","","152",",,6,21,","9.1",",,6,21,","10.6",",6,30,+","","","1363.3","6","685.4",",6","","","12.7",",,,6","203",",,,6","-3.78",",6","4.00",",,,6","-11.55",",,,6","",""
"USC00294719","1913-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","4",",6","31",",6","6",",6","0",",6","0",",6","","","","","-23.9",",6,08,","","","102",",,6,22,+","8.1",",,6,22,","13.3",",6,04,","","","2007.7","6","644.4",",6","","","15.2",",,,6","204",",,,6","-2.45",",6","5.42",",,,6","-10.33",",,,6","",""
"USC00294719","1913-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","7",",6","5",",6","0",",6","","","6",",6","0",",6","28",",6","1",",6","0",",6","0",",6","","","","","-16.1",",6,03,","","","102",",,6,07,","7.1",",,6,07,","17.8",",6,17,","","","2491.4","6","483.7",",6","","","27.7",",,,6","394",",,,6","1.06",",6","8.68",",,,6","-6.56",",,,6","",""
"USC00294719","1913-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","3,6","1",",6","1",",6","0",",6","","","","","0","3,6","22","3,6","0","3,6","0","3,6","0","3,6","","","","","-10.6","3,6,15,","","","","","6.4",",,6,11,","20.0","3,6,18,+","","","2867.2","6","375.8","3,6","","","6.4",",,,6","","","4.91","3,6","13.23","3,,,6","-3.41","3,,,6","",""
"USC00294719","1913-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","24",",6","0",",6","","","","","-6.7",",6,11,","","","0",",,6,30,+","0.0",",T,6,21,+","27.8",",6,29,","","","3066.1","6","198.9",",6","","","0.0",",T,,6","0",",,,6","11.70",",6","23.05",",,,6","0.35",",,,6","",""
"USC00294719","1913-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","10.0","6","10.0","1,6","2",",6","2",",6","0",",6","","","0",",6","0",",6","2",",6","0","1,6","30","1,6","7","1,6","","","","","-1.7",",6,15,","","","0",",,6,31,+","7.6",",,6,27,","33.3","1,6,31,+","","","3133.3","6","67.2","1,6","","","12.7",",,,6","0",",,,6","16.49","1,6","29.37","1,,,6","3.62",",,,6","",""
"USC00294719","1913-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","107.6","6","97.6",",6","1",",6","1",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","22",",6","","","1","","4.4",",6,04,","","","0",",,6,30,+","34.3",",,6,09,","36.1",",6,30,+","","","3135.5","6","2.2",",6","","","34.3",",,,6","0",",,,6","21.51",",6","33.04",",,,6","9.98",",,,6","",""
"USC00294719","1913-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","326.3","6","218.7",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","31",",6","","","","","12.2",",6,31,+","","","0",",,6,31,+","0.0",",T,6,28,+","39.4",",6,09,","","","0.0","6","0.0",",6","","","0.0",",T,,6","0",",,,6","25.39",",6","35.92",",,,6","14.85",",,,6","",""
"USC00294719","1913-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","495.1","6","168.8",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","27",",6","","","","","5.6",",6,02,","","","0",",,6,31,+","8.9",",,6,18,","39.4",",6,15,","","","0.0","6","0.0",",6","","","8.9",",,,6","0",",,,6","23.78",",6","33.72",",,,6","13.84",",,,6","",""
"USC00294719","1913-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","522.9","6","27.8",",6","4",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","27",",6","3",",6","","","","","1.7",",6,27,+","","","0",",,6,30,+","31.8",",,6,05,","32.8",",6,03,","","","42.1","6","42.1",",6","","","54.7",",,,6","0",",,,6","17.86",",6","27.89",",,,6","7.82",",,,6","",""
"USC00294719","1913-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","522.9","6","0.0","1,6","3",",6","3",",6","0",",6","","","0",",6","0",",6","16",",6","0","1,6","27","1,6","0","1,6","","","","","-4.4",",6,11,","","","0",",,6,31,+","8.9",",,6,02,","26.1","1,6,30,+","","","242.7","6","200.6","1,6","","","21.6",",,,6","0",",,,6","11.69","1,6","22.97","1,,,6","0.40",",,,6","",""
"USC00294719","1913-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","522.9","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","25",",6","0",",6","6",",6","0",",6","","","","","-4.4",",6,28,+","","","0",",T,6,25,","7.1",",,6,24,","23.9",",6,09,","","","565.9","6","323.2",",6","","","7.1",",,,6","0",",T,,6","7.56",",6","17.11",",,,6","-1.99",",,,6","",""
"USC00294719","1913-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","522.9","6","0.0",",6","7",",6","5",",6","0",",6","","","7",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","","","-16.7",",6,22,","","","127",",,6,04,","10.2",",,6,04,","9.4",",6,03,","","","1165.6","6","599.7",",6","","","32.0",",,,6","406",",,,6","-1.01",",6","5.39",",,,6","-7.42",",,,6","",""
"USC00294719","1914-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","","","-11.7",",6,29,","","","0",",,6,31,+","0.0",",T,6,27,","16.7",",6,27,","","","1640.5","6","474.9",",6","","","0.0",",T,,6","0",",,,6","3.01",",6","9.92",",,,6","-3.89",",,,6","",""
"USC00294719","1914-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","25",",6","0",",6","0",",6","0",",6","","","","","-11.7",",6,01,","","","0",",,6,28,+","5.1",",,6,21,","18.9",",6,24,","","","1984.1","6","343.6",",6","","","5.1",",,,6","0",",,,6","6.06",",6","15.32",",,,6","-3.20",",,,6","",""
"USC00294719","1914-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","2",",6","0",",6","18",",6","0",",6","2",",6","0",",6","","","","","-3.9",",6,23,+","","","76",",,6,03,","6.1",",,6,03,","21.7",",6,28,","","","2299.4","6","315.3",",6","","","8.1",",,,6","101",",,,6","8.16",",6","16.81",",,,6","-0.48",",,,6","",""
"USC00294719","1914-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","2",",6","1",",6","","","0",",6","0",",6","8",",6","0",",6","20",",6","0",",6","","","","","-6.1",",6,17,","","","0",",,6,30,+","25.4",",,6,08,","27.2",",6,28,","","","2506.6","6","207.2",",6","","","34.3",",,,6","0",",,,6","11.43",",6","22.07",",,,6","0.78",",,,6","",""
"USC00294719","1914-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","10.0","6","10.0",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","1",",6","0",",6","31",",6","4",",6","","","","","-0.6",",6,04,","","","0",",,6,31,+","8.9",",,6,31,","34.4",",6,19,","","","2561.1","6","54.5",",6","","","31.8",",,,6","0",",,,6","16.90",",6","28.45",",,,6","5.34",",,,6","",""
"USC00294719","1914-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","178.7","6","168.7",",6","","","","","","","","","","","0",",6","0",",6","0",",6","30",",6","27",",6","","","","","5.0",",6,03,","","","","","","","36.7",",6,26,+","","","2561.7","6","0.6",",6","","","","","","","23.94",",6","34.53",",,,6","13.35",",,,6","",""
"USC00294719","1914-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","344.4","6","165.7",",6","12",",6","12",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","18",",6","","","","","10.0",",6,09,","","","0",",,6,31,+","25.4",",,6,03,","36.7",",6,23,+","","","2.8","6","2.8",",6","","","120.8",",,,6","0",",,,6","23.59",",6","31.81",",,,6","15.36",",,,6","",""
"USC00294719","1914-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","478.9","6","134.5",",6","7",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","18",",6","","","","","10.0",",6,31,+","","","0",",,6,31,+","21.6",",,6,16,+","34.4",",6,03,","","","2.8","6","0.0",",6","","","70.9",",,,6","0",",,,6","22.67",",6","31.97",",,,6","13.37",",,,6","",""
"USC00294719","1914-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","533.3","6","54.4",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","10",",6","","","","","5.6",",6,10,","","","0",",,6,30,+","8.9",",,6,14,","34.4",",6,04,","","","6.9","6","4.1",",6","","","26.7",",,,6","0",",,,6","20.01",",6","30.57",",,,6","9.45",",,,6","",""
"USC00294719","1914-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","1,6","","","","","","","","","5",",6","0",",6","31",",6","1","1,6","0","1,6","0","1,6","","","","","-16.1",",6,13,","","","127",",,6,13,","","","16.7","1,6,05,","","","","","531.6","1,6","","","","","329",",,,6","0.60","1,6","7.87","1,,,6","-6.66",",,,6","",""
"USC00294719","1915-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","","0.0","2,6","3",",6","3",",6","0",",6","","","2",",6","2","1,6","30","1,6","0","1,6","0","1,6","0","1,6","","","","","-18.9","1,6,16,","","","64",",,6,30,","6.4",",,6,30,+","13.9","1,6,14,","","","","","530.1","1,6","","","16.9",",,,6","115",",,,6","-0.10","2,6","10.36","1,,,6","-10.56","1,,,6","",""
"USC00294719","1915-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","0",",6","28",",6","0",",6","0",",6","0",",6","","","","","-12.8",",6,12,","","","76",",,6,25,","6.4",",,6,25,","15.0",",6,21,+","","","","","507.2",",6","","","6.4",",,,6","76",",,,6","0.22",",6","10.77",",,,6","-10.33",",,,6","",""
"USC00294719","1915-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",6","7",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","","","","","1.1",",6,01,","","","0",",,6,30,+","27.9",",,6,29,","27.8",",6,11,","","","","","90.3",",6","","","109.2",",,,6","0",",,,6","15.32",",6","25.03",",,,6","5.61",",,,6","",""
"USC00294719","1917-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","22",",6","0",",6","","","","","-5.0",",6,01,","","","0",",,6,30,+","0.0",",,6,30,+","27.8",",6,30,","","","","","180.8",",6","","","0.0",",,,6","0",",,,6","12.31",",6","21.87",",,,6","2.74",",,,6","",""
"USC00294719","1917-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","","","","","","","0.0",",,,6","0",",,,6","","","","","","","",""
"USC00294719","1918-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","2",",6","2",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","","","102",",,6,20,","6.9",",,6,20,","","","","","","","","","","","10.7",",,,6","153",",,,6","","","","","","","",""
"USC00294719","1919-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","","","","","","","","","1",",6","0","5,6","25","5,6","","","","","","","","","","","-11.1","5,6,04,+","","","191",",,6,24,","","","","","","","","","","","","","","","191",",,,6","","","","","-6.15","5,,,6","",""
"USC00294719","1919-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","0.0","3,6","","","","","","","","","","","0","3,6","7","3,6","0","3,6","11","3,6","0","3,6","","","","","-2.8","3,6,08,","","","","","","","28.3","3,6,19,","","","","","183.5","3,6","","","","","","","11.54","3,6","20.38","3,,,6","2.70","3,,,6","",""
"USC00294719","1919-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","","","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",,6,31,+","10.2",",,6,30,","","","","","","","","","","","31.7",",,,6","0",",,,6","","","","","","","",""
"USC00294719","1919-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","","","64.3","4,6","3",",6","1",",6","0",",6","","","0",",6","0","4,6","0","4,6","0","4,6","24","4,6","10","4,6","","","","","2.2","4,6,03,+","","","0",",,6,30,+","4.1",",,6,26,","34.4","4,6,30,+","","","","","23.7","4,6","","","5.9",",,,6","0",",,,6","19.89","4,6","29.71","4,,,6","10.08","4,,,6","",""
