"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00400137","2001-11","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  16.7",",,,0,0,2","","","","","  20.6",",,,0,0,2","","","   8.9",",,,0,0,2","","","  12.2",",,,0,0,2","","","  12.4",",,,0,0,2","","","  16.4",",,,0,0,2","","","","","","","","","","","","","",""
"USC00400137","2001-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","0.3",",0","10",",0","5",",0","4",",0","0","1,0","0",",0","0",",0","12",",0","0",",0","5",",0","0",",0","","","-8.3",",0,26,","0","1,,0,31,+","0",",,0,31,+","53.8",",,0,13,","24.4",",0,05,","","","","","  15.6","1,,,0,0,2","","","320.2",",0","  17.8","1,,,0,0,2","","","   3.3","1,,,0,0,2","","","   3.9","1,,,0,0,2","","","   8.7","1,,,0,0,2","","","  11.8","1,,,0,0,2","","","198.2",",,,0","0",",,,0","8.01",",0","13.96",",,,0","2.06",",,,0","",""
"USC00400137","2002-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","2.7","0","2.7",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","21",",0","0",",0","3",",0","0",",0","","","-10.6",",0,05,+","0",",,0,31,+","0",",,0,31,+","45.7",",,0,24,","22.2",",0,31,+","","","","","  16.1","2,,,0,0,2","","","399.9",",0","  17.2","1,,,0,0,2","","","   2.2","2,,,0,0,2","","","   2.8","1,,,0,0,2","","","   6.0","2,,,0,0,2","","","   8.7","1,,,0,0,2","","","126.9",",,,0","0",",,,0","5.52",",0","11.58",",,,0","-0.54",",,,0","",""
"USC00400137","2002-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","2.7","0","0.0",",0","8",",0","8",",0","1",",0","","","0","2,0","0",",0","16",",0","0",",0","1",",0","0",",0","","","-8.3",",0,28,+","","","0","2,T,0,27,","30.0",",,0,20,","25.0",",0,01,","","","","","  12.8",",,,0,0,2","","","358.3",",0","  18.9",",,,0,0,2","","","   3.3",",,,0,0,2","","","   5.0",",,,0,0,2","","","   6.3",",,,0,0,2","","","  10.6",",,,0,0,2","","","86.3",",,,0","0","2,T,,0","5.54",",0","11.74",",,,0","-0.67",",,,0","",""
"USC00400137","2002-03","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","2.7","0","0.0",",0","16",",0","10",",0","4",",0","0",",0","0",",0","0",",0","13",",0","1",",0","9",",0","0",",0","","","-10.0",",0,04,","0",",,0,31,+","0",",,0,31,+","56.4",",,0,12,","27.2",",0,16,","","","","","  14.4",",,,0,0,2","","","279.5",",0","  18.9",",,,0,0,2","","","   3.3",",,,0,0,2","","","   5.6",",,,0,0,2","","","   9.0",",,,0,0,2","","","  13.3",",,,0,0,2","","","265.3",",,,0","0",",,,0","9.32",",0","15.90",",,,0","2.73",",,,0","",""
"USC00400137","2002-04","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","59.7","0","57.0","1,0","9",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","21",",0","0",",0","","","0.0","1,0,06,","0",",,0,30,+","0",",,0,30,+","12.4",",,0,22,","31.7",",0,19,","120.4","3,,,0","","","  22.8",",,,0,0,2","","","83.3",",0","  26.1",",,,0,0,2","","","   7.8",",,,0,0,2","","","  13.3",",,,0,0,2","","","  16.7",",,,0,0,2","","","  21.3",",,,0,0,2","","","33.2",",,,0","0",",,,0","17.46","1,0","23.98",",,,0","10.94","1,,,0","2099",",,,0"
"USC00400137","2002-05","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","137.6","0","77.9",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","5.0",",0,20,+","0",",,0,31,+","0",",,0,31,+","45.5",",,0,04,","30.6",",0,31,+","133.5","3,,,0","","","  23.3",",,,0,0,2","","","46.3",",0","  30.6",",,,0,0,2","","","  16.1",",,,0,0,2","","","  18.3",",,,0,0,2","","","  19.9",",,,0,0,2","","","  25.6",",,,0,0,2","","","177.4",",,,0","0",",,,0","19.35",",0","25.34",",,,0","13.36",",,,0","1864",",,,0"
"USC00400137","2002-06","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","342.4","0","204.8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","12.8",",0,15,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,14,","34.4",",0,05,+","154.0","5,,,0","","","  29.4","1,,,0,0,2","","","0.0",",0","  36.1","1,,,0,0,2","","","  23.3","1,,,0,0,2","","","  27.2","1,,,0,0,2","","","  26.2","1,,,0,0,2","","","  31.5","1,,,0,0,2","","","48.9",",,,0","0",",,,0","25.16",",0","31.48",",,,0","18.84",",,,0","1034",",,,0"
"USC00400137","2002-07","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","623.5","0","281.1",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","19.4",",0,15,+","0",",,0,31,+","0",",,0,31,+","16.8",",,0,17,","36.1",",0,11,+","162.6","3,,,0","0.0","0","  31.7",",,,0,0,2","","","0.0",",0","  38.3",",,,0,0,2","","","  26.7",",,,0,0,2","","","  29.4",",,,0,0,2","","","  29.0",",,,0,0,2","","","  34.5",",,,0,0,2","","","66.1",",,,0","0",",,,0","27.40",",0","33.39",",,,0","21.41",",,,0","1108",",,,0"
"USC00400137","2002-08","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","876.4","0","252.9",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","16.7",",0,09,+","0",",,0,31,+","0",",,0,31,+","54.9",",,0,14,","36.1",",0,07,+","157.0","4,,,0","0.0","0","  30.0",",,,0,0,2","","","0.0",",0","  35.0",",,,0,0,2","","","  25.6",",,,0,0,2","","","  27.8",",,,0,0,2","","","  27.0",",,,0,0,2","","","  31.4",",,,0,0,2","","","161.1",",,,0","0",",,,0","26.49",",0","32.62",",,,0","20.36",",,,0","1033",",,,0"
"USC00400137","2002-09","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","1048.8","0","172.4","1,0","7",",0","6",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","13",",0","","","11.7","1,0,24,+","0",",,0,30,+","0",",,0,30,+","149.1",",,0,27,","35.0",",0,11,+","126.5","5,,,0","0.0","0","  28.3",",,,0,0,2","","","0.0",",0","  33.3",",,,0,0,2","","","  18.9",",,,0,0,2","","","  21.1",",,,0,0,2","","","  25.0",",,,0,0,2","","","  29.5",",,,0,0,2","","","250.8",",,,0","0",",,,0","24.20","1,0","30.28",",,,0","18.11","1,,,0","1321",",,,0"
"USC00400137","2002-10","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","1085.8","0","37.0",",0","10",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","5.6",",0,16,","0",",,0,31,+","0",",,0,31,+","67.1",",,0,11,","31.7",",0,03,","","","81.1","0","  24.4","2,,,0,0,2","","","81.1",",0","  28.9","2,,,0,0,2","","","  12.8","2,,,0,0,2","","","  16.1","2,,,0,0,2","","","  18.1","2,,,0,0,2","","","  21.9","2,,,0,0,2","","","199.9",",,,0","0",",,,0","16.91",",0","21.75",",,,0","12.06",",,,0","1617",",,,0"
"USC00400137","2002-11","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","1086.6","0","0.8","1,0","9",",0","8",",0","0",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","2",",0","0",",0","","","-6.7","1,0,29,+","0",",,0,30,+","0",",,0,30,+","20.1",",,0,11,","28.3",",0,11,","","","371.5","0","  16.7",",,,0,0,2","","","290.4",",0","  20.6","1,,,0,0,2","","","   3.3",",,,0,0,2","","","   8.3","1,,,0,0,2","","","   9.4",",,,0,0,2","","","  13.6","1,,,0,0,2","","","83.9",",,,0","0",",,,0","8.29","1,0","14.31",",,,0","2.27","1,,,0","",""
"USC00400137","2002-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","1086.6","0","0.0",",0","12",",0","8",",0","3",",0","0",",0","0",",0","0",",0","16",",0","0",",0","1",",0","0",",0","","","-7.8",",0,07,+","0",",,0,31,+","0",",,0,31,+","68.6",",,0,20,","22.2",",0,18,","","","766.7","0","  12.8","1,,,0,0,2","","","395.2",",0","  14.4","1,,,0,0,2","","","   2.8","1,,,0,0,2","","","   6.1","1,,,0,0,2","","","   6.1","1,,,0,0,2","","","   8.9","1,,,0,0,2","","","236.1",",,,0","0",",,,0","5.59",",0","11.11",",,,0","0.06",",,,0","",""
"USC00400137","2003-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","0",",0","0",",0","","","-15.6",",0,24,","0",",T,0,19,","0",",T,0,19,","14.0",",,0,29,","17.8",",0,09,","","","1290.5","0","  11.1",",,,0,0,2","","","523.8",",0","  12.2",",,,0,0,2","","","   1.1",",,,0,0,2","","","   1.7",",,,0,0,2","","","   4.0",",,,0,0,2","","","   6.2",",,,0,0,2","","","38.7",",,,0","0",",T,,0","1.44",",0","7.50",",,,0","-4.62",",,,0","",""
"USC00400137","2003-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","","","16",",0","13",",0","3",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",T,0,26,+","0",",T,0,26,+","95.5",",,0,15,","","","","","","","  10.6","1,,,0,0,2","","","","","  14.4","1,,,0,0,2","","","  -1.1","1,,,0,0,2","","","   3.9","1,,,0,0,2","","","   5.3","1,,,0,0,2","","","   8.4","1,,,0,0,2","","","262.5",",,,0","0",",T,,0","","","","","","","",""
"USC00400137","2003-03","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","1.1",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","10",",0","0",",0","","","-3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","28.4",",,0,19,","26.7",",0,28,","","","","","  14.4",",,,0,0,2","","","231.7",",0","  20.6",",,,0,0,2","","","   4.4",",,,0,0,2","","","   7.8",",,,0,0,2","","","   9.7",",,,0,0,2","","","  15.1",",,,0,0,2","","","80.1",",,,0","0",",,,0","10.90",",0","17.44",",,,0","4.35",",,,0","",""
"USC00400137","2003-04","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","19.0",",0","9",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","2.2",",0,01,","0",",,0,30,+","0",",,0,30,+","34.5",",,0,07,","31.1",",0,30,","142.8","1,,,0","","","  20.0","1,,,0,0,2","","","88.3",",0","  27.8","1,,,0,0,2","","","   7.2","1,,,0,0,2","","","  15.0","1,,,0,0,2","","","  14.7","1,,,0,0,2","","","  21.0","1,,,0,0,2","","","122.8",",,,0","0",",,,0","16.02",",0","23.02",",,,0","9.03",",,,0","2223",",,,0"
"USC00400137","2003-06","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","132.5",",0","10",",0","5",",0","3",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","","","11.1",",0,04,","0","1,,0,30,+","0",",,0,30,+","34.5",",,0,07,","33.9",",0,26,","","","","","  27.8",",,,0,0,2","","","1.7",",0","  36.7",",,,0,0,2","","","  18.9",",,,0,0,2","","","  22.2",",,,0,0,2","","","  23.5",",,,0,0,2","","","  30.1",",,,0,0,2","","","127.8",",,,0","0",",,,0","22.70",",0","28.56",",,,0","16.83",",,,0","1332",",,,0"
"USC00400137","2003-07","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","242.6",",0","14",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","15.0",",0,24,","0",",,0,31,+","0",",,0,31,+","90.9",",,0,30,","35.0",",0,29,+","140.6","5,,,0","0.0","0","  29.4",",,,0,0,2","","","0.0",",0","  37.8",",,,0,0,2","","","  24.4",",,,0,0,2","","","  28.9",",,,0,0,2","","","  27.4",",,,0,0,2","","","  34.0",",,,0,0,2","","","226.2",",,,0","0",",,,0","26.16",",0","32.03",",,,0","20.29",",,,0","1135",",,,0"
"USC00400137","2003-08","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","254.6",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","17.8",",0,11,","0",",,0,31,+","0",",,0,31,+","33.8",",,0,06,","36.1",",0,19,","151.9","2,,,0","0.0","0","  30.0",",,,0,0,2","","","0.0",",0","  37.8",",,,0,0,2","","","  25.6",",,,0,0,2","","","  29.4",",,,0,0,2","","","  27.8",",,,0,0,2","","","  34.0",",,,0,0,2","","","86.9",",,,0","0",",,,0","26.55",",0","32.52",",,,0","20.58",",,,0","1010",",,,0"
"USC00400137","2003-09","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","105.2",",0","6",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","3.9",",0,30,","0",",,0,30,+","0",",,0,30,+","50.8",",,0,22,","33.3",",0,01,","128.3","2,,,0","14.7","0","  28.3","1,,,0,0,2","","","14.7",",0","  35.0","1,,,0,0,2","","","  16.1","1,,,0,0,2","","","  23.9","1,,,0,0,2","","","  22.5","1,,,0,0,2","","","  28.4","1,,,0,0,2","","","120.1",",,,0","0",",,,0","21.35",",0","28.04",",,,0","14.66",",,,0","1212",",,,0"
"USC00400137","2003-10","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","23.7",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","2.8",",0,02,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,26,","30.0",",0,25,","99.6","1,,,0","85.8","0","  21.7",",,,0,0,2","","","71.1",",0","  25.0",",,,0,0,2","","","  13.3",",,,0,0,2","","","  17.2",",,,0,0,2","","","  17.4",",,,0,0,2","","","  22.1",",,,0,0,2","","","110.2",",,,0","0",",,,0","16.80",",0","23.96",",,,0","9.65",",,,0","1375",",,,0"
"USC00400137","2003-11","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","11.6","1,0","10",",0","6",",0","3",",0","0",",0","0",",0","0","1,0","6","1,0","0",",0","13",",0","0",",0","","","-5.0","1,0,29,","0",",,0,30,+","0",",,0,30,+","62.2",",,0,19,","28.9",",0,04,+","","","261.5","0","  19.4","1,,,0,0,2","","","175.7",",0","  22.8","1,,,0,0,2","","","   7.2","1,,,0,0,2","","","  10.0","1,,,0,0,2","","","  13.3","1,,,0,0,2","","","  17.2","1,,,0,0,2","","","164.6",",,,0","0",",,,0","12.77","1,0","19.17",",,,0","6.38","1,,,0","",""
"USC00400137","2003-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","0",",0","0",",0","","","-6.7",",0,25,","0",",,0,31,+","0",",,0,31,+","25.1",",,0,04,","20.0",",0,10,","","","664.2","0","   9.4","1,,,0,0,2","","","402.7",",0","  13.9","1,,,0,0,2","","","   4.4","1,,,0,0,2","","","   5.6","1,,,0,0,2","","","   6.1","1,,,0,0,2","","","   9.2","1,,,0,0,2","","","88.7",",,,0","0",",,,0","5.34",",0","11.29",",,,0","-0.61",",,,0","",""
"USC00400137","2004-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","2.2","0","2.2",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","21",",0","1",",0","4",",0","0",",0","","","-12.2",",0,07,","0",",,0,31,+","0",",,0,31,+","57.9",",,0,25,","23.9",",0,04,","","","1086.4","0","","","","","422.2",",0","","","","","","","","","","","","","","","","","","","","","86.1",",,,0","0",",,,0","4.79",",0","11.12",",,,0","-1.54",",,,0","",""
"USC00400137","2004-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","2.2","0","0.0","3,0","10",",0","9",",0","2",",0","3",",0","2",",0","0","2,0","17","2,0","0","2,0","0","2,0","0","2,0","","","-7.8","2,0,09,","127",",,0,16,","127",",,0,16,","48.8",",,0,05,","20.0","2,0,20,","","","1433.9","0","   7.8","4,,,0,0,2","","","347.5","2,0","  13.3","5,,,0,0,2","","","   3.3","4,,,0,0,2","","","   3.3","5,,,0,0,2","","","   5.2","4,,,0,0,2","","","   8.6","5,,,0,0,2","","","162.9",",,,0","203",",,,0","4.94","3,0","10.80","2,,,0","-0.92","2,,,0","",""
"USC00400137","2004-03","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","11.1","0","8.9",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","","","-3.3",",0,11,+","0",",,0,31,+","0",",,0,31,+","24.9",",,0,02,","28.3",",0,29,+","","","1613.8","0","  16.7",",,,0,0,2","","","179.9",",0","  22.2",",,,0,0,2","","","   7.2",",,,0,0,2","","","  11.7",",,,0,0,2","","","  11.2",",,,0,0,2","","","  16.6",",,,0,0,2","","","76.8",",,,0","0",",,,0","12.82",",0","19.26",",,,0","6.38",",,,0","",""
"USC00400137","2004-04","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","34.8","0","23.7",",0","12",",0","9",",0","4",",0","0","1,0","1",",0","0",",0","5",",0","0",",0","18",",0","0",",0","","","0.0",",0,15,+","0","1,,0,30,+","64",",,0,13,","43.7",",,0,22,","28.9",",0,19,","110.2","5,,,0","1747.1","0","  17.8",",,,0,3,1","  20.6",",,,0,3,2","133.3",",0","  28.3",",,,0,3,1","  26.1",",,,0,3,2","   3.3",",,,0,3,1","   4.4",",,,0,3,2","  11.7",",,,0,3,1","  11.7",",,,0,3,2","  11.0",",,,0,3,1","  14.2",",,,0,3,2","  21.8",",,,0,3,1","  20.5",",,,0,3,2","178.1",",,,0","64",",,,0","14.68",",0","21.54",",,,0","7.82",",,,0","1805",",,,0"
"USC00400137","2004-05","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","171.1","0","136.3",",0","12",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","5.6",",0,05,+","0",",,0,31,+","0",",,0,31,+","42.7",",,0,15,","32.2",",0,22,","138.4","3,,,0","1768.7","0","  26.7","1,,,0,3,1","  27.2",",,,0,3,2","21.6",",0","  35.6","1,,,0,3,1","  33.9",",,,0,3,2","  10.6","1,,,0,3,1","  13.3",",,,0,3,2","  22.2","1,,,0,3,1","  21.1",",,,0,3,2","  20.2","1,,,0,3,1","  21.9",",,,0,3,2","  29.6","1,,,0,3,1","  28.5",",,,0,3,2","139.1",",,,0","0",",,,0","22.03",",0","27.72",",,,0","16.35",",,,0","1719",",,,0"
"USC00400137","2004-06","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","350.6","0","179.5",",0","15",",0","14",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","12.8",",0,05,","0",",,0,30,+","0",",,0,30,+","48.0",",,0,14,","33.9",",0,13,","137.7","3,,,0","1768.7","0","  26.1",",,,0,3,1","  28.3",",,,0,3,2","0.0",",0","  37.8",",,,0,3,1","  36.1",",,,0,3,2","  17.8",",,,0,3,1","  21.7",",,,0,3,2","  26.1",",,,0,3,1","  26.1",",,,0,3,2","  22.2",",,,0,3,1","  25.6",",,,0,3,2","  31.7",",,,0,3,1","  31.3",",,,0,3,2","211.1",",,,0","0",",,,0","24.32",",0","29.59",",,,0","19.04",",,,0","1118",",,,0"
"USC00400137","2004-07","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","576.8","0","226.2",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","15.0",",0,29,+","0",",,0,31,+","0",",,0,31,+","30.7",",,0,31,","35.6",",0,15,","170.9","3,,,0","0.0","0","  26.1",",,,0,3,1","  30.0",",,,0,3,2","0.0",",0","  40.0",",,,0,3,1","  38.3",",,,0,3,2","  20.0",",,,0,3,1","  23.9",",,,0,3,2","  26.1",",,,0,3,1","  28.3",",,,0,3,2","  23.6",",,,0,3,1","  27.1",",,,0,3,2","  33.9",",,,0,3,1","  33.3",",,,0,3,2","124.3",",,,0","0",",,,0","25.63",",0","31.29",",,,0","19.97",",,,0","1111",",,,0"
"USC00400137","2004-08","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","739.5","0","162.7",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","9.4",",0,15,+","0",",,0,31,+","0",",,0,31,+","35.1",",,0,20,","34.4",",0,28,","147.0","3,,,0","4.2","0","  25.0",",,,0,3,1","  28.9",",,,0,3,2","4.2",",0","  38.3",",,,0,3,1","  36.7",",,,0,3,2","  17.8",",,,0,3,1","  20.6",",,,0,3,2","  28.3",",,,0,3,1","  27.8",",,,0,3,2","  21.8",",,,0,3,1","  25.5",",,,0,3,2","  33.1",",,,0,3,1","  32.3",",,,0,3,2","98.3",",,,0","0",",,,0","23.45",",0","30.25",",,,0","16.65",",,,0","1202",",,,0"
"USC00400137","2004-09","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","863.0","0","123.5",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,14,","32.2",",0,12,+","137.4",",,,0","7.2","0","  22.8",",,,0,3,1","  26.7",",,,0,3,2","3.0",",0","  32.2",",,,0,3,1","  32.2",",,,0,3,2","  16.1",",,,0,3,1","  20.6",",,,0,3,2","  24.4",",,,0,3,1","  26.1",",,,0,3,2","  20.3",",,,0,3,1","  23.8",",,,0,3,2","  28.9",",,,0,3,1","  29.1",",,,0,3,2","15.3",",,,0","0",",,,0","22.35",",0","29.10",",,,0","15.60",",,,0","1398",",,,0"
"USC00400137","2004-10","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","913.7","0","50.7",",0","16",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","3.9",",0,16,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,20,","30.0",",0,27,","71.5","3,,,0","49.2","0","  20.0",",,,0,3,1","  22.8",",,,0,3,2","42.0",",0","  27.8",",,,0,3,1","  27.2",",,,0,3,2","   8.9",",,,0,3,1","  13.3",",,,0,3,2","  17.2",",,,0,3,1","  16.1",",,,0,3,2","  16.3",",,,0,3,1","  19.6",",,,0,3,2","  23.6",",,,0,3,1","  23.5",",,,0,3,2","147.8",",,,0","0",",,,0","18.61",",0","24.55",",,,0","12.68",",,,0","1378",",,,0"
"USC00400137","2004-11","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","920.4","0","6.7",",0","16",",0","8",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","8",",0","0",",0","","","-1.1",",0,29,+","0",",,0,30,+","0",",,0,30,+","40.4",",,0,02,","25.6",",0,02,+","","","215.0","0","  20.6","1,,,0,3,1","  22.8",",,,0,3,2","165.8",",0","  24.4","1,,,0,3,1","  23.9","1,,,0,3,2","   3.9","1,,,0,3,1","   7.8",",,,0,3,2","  10.0","1,,,0,3,1","  11.1","1,,,0,3,2","  10.8","1,,,0,3,1","  14.1",",,,0,3,2","  16.9","1,,,0,3,1","  17.2","1,,,0,3,2","169.9",",,,0","0",",,,0","13.03",",0","18.36",",,,0","7.70",",,,0","",""
"USC00400137","2004-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","","","9",",0","6",",0","2",",0","0",",0","0",",0","","","","","3",",0","0",",0","0",",0","","","","","0",",,0,31,+","0",",,0,31,+","44.7",",,0,23,","18.9",",0,31,+","","","","","  12.2",",,,0,3,1","  12.8",",,,0,3,2","","","  16.7",",,,0,3,1","  16.7",",,,0,3,2","  -1.7",",,,0,3,1","   1.7",",,,0,3,2","  -1.1",",,,0,3,1","   1.7",",,,0,3,2","   2.8",",,,0,3,1","   6.2",",,,0,3,2","   8.0",",,,0,3,1","   9.2",",,,0,3,2","146.0",",,,0","0",",,,0","","","11.38",",,,0","","","",""
"USC00400137","2005-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","14",",0","2",",0","4",",0","0",",0","","","-9.4",",0,18,+","0",",,0,31,+","0",",,0,31,+","34.8",",,0,08,","22.2",",0,01,","","","","","  14.4","1,,,0,3,1","  15.6","1,,,0,3,2","344.0",",0","  16.7",",,,0,3,1","  16.7","1,,,0,3,2","   0.6","1,,,0,3,1","   2.2","1,,,0,3,2","   0.6",",,,0,3,1","   4.4","1,,,0,3,2","   5.7","1,,,0,3,1","   7.9","1,,,0,3,2","  10.0",",,,0,3,1","  10.4","1,,,0,3,2","110.9",",,,0","0",",,,0","7.24",",0","12.19",",,,0","2.28",",,,0","",""
"USC00400137","2005-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","","","","","13",",0","10",",0","1",",0","0",",0","0",",0","","","","","0",",0","3",",0","0",",0","","","","","0",",,0,28,+","0",",,0,28,+","30.2",",,0,21,","24.4",",0,16,","","","","","  10.0",",,,0,3,1","  12.8",",,,0,3,2","","","  18.3",",,,0,3,1","  17.2","1,,,0,3,2","   2.2",",,,0,3,1","   3.3",",,,0,3,2","   5.6",",,,0,3,1","   7.2","1,,,0,3,2","   5.5",",,,0,3,1","   8.2",",,,0,3,2","  11.5",",,,0,3,1","  11.8","1,,,0,3,2","125.7",",,,0","0",",,,0","","","13.54",",,,0","","","",""
