"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00026627","1967-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","28",",","","","14",",0","28",",0","26",",0","0",",0","0",",0","","","","","","","-33.3",",0,01,","381",",,0,02,+","","","3.3",",,0,16,","2.2",",0,21,","5183.8","0","911.8",",0","5.7",",,,0","","","-14.23",",0","-10.93",",,,0","-17.53",",,,0","","","","","","","","","","","",""
"USW00026627","1967-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","15",",0","3",",0","0",",0","31",",","","","3",",0","31",",0","23",",0","0",",0","0",",0","","","","","","","-19.4",",0,22,","406",",,0,13,+","","","3.8",",,0,11,","3.3",",0,14,","5942.7","0","758.9",",0","17.0",",,,0","","","-6.15",",0","-2.35",",,,0","-9.94",",,,0","","","","","","","","","","","",""
"USW00026627","1967-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","18",",0","6",",0","0",",0","28",",","","","0",",0","25",",0","13",",0","0",",0","0",",0","","","","","","","-12.8",",0,15,","381",",,0,16,","","","4.6",",,0,08,","10.6",",0,30,","6530.9","0","588.2",",0","38.4",",,,0","","","-1.27",",0","1.21",",,,0","-3.76",",,,0","","","","","","","","","","","",""
"USW00026627","1967-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","1",",0","0",",0","0",",","","","0",",0","15",",0","1",",0","0",",0","0",",0","","","","","","","-6.7",",0,06,+","0",",,0,31,+","","","3.6",",,0,14,","14.4",",0,02,","7020.2","0","489.3",",0","8.1",",,,0","","","2.55",",0","5.47",",,,0","-0.37",",,,0","","","","","","","","","","","",""
"USW00026627","1967-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","0",",","","","0",",0","1",",0","0",",0","1",",0","0",",0","","","","","","","-1.1",",0,03,","0",",,0,30,+","","","7.9",",,0,05,+","21.7",",0,12,","7250.7","0","230.5",",0","43.2",",,,0","","","10.65",",0","14.72",",,,0","6.57",",,,0","","","","","","","","","","","",""
"USW00026627","1967-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","20",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17","","2","","","","2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,24,","18.9",",0,13,","223.7","0","223.7",",0","113.2",",,,0","0",",,,0","11.12",",0","14.07",",,,0","8.16",",,,0","270",",X","","","","","14.8",",X","","","",""
"USW00026627","1967-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","7","","1","","1","","2.2",",0,29,+","0",",,0,31,+","0",",,0,31,+","33.3",",,0,11,","23.3",",0,04,","446.5","0","222.8",",0","107.0",",,,0","0",",,,0","11.15",",0","15.41",",,,0","6.88",",,,0","260",",X","","","","","14.3",",X","","","",""
"USW00026627","1967-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","","","","","-2.2",",0,30,+","0",",,0,30,+","0",",,0,30,+","6.9",",,0,18,","17.2",",0,16,","780.7","0","334.2",",0","13.8",",,,0","0",",,,0","7.19",",0","12.49",",,,0","1.89",",,,0","90",",X","","","","","14.8",",X","","","",""
"USW00026627","1967-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","10",",0","2",",0","0",",0","7","2,0","2","1,0","4",",0","26",",0","15",",0","0",",0","0",",0","2","","","","","","-18.3",",0,30,+","178","2,,0,27,","38","1,,0,26,","2.5",",,0,26,+","8.3",",0,04,+","1461.7","0","681.0",",0","11.2",",,,0","91","1,,,0","-3.63",",0","-0.02",",,,0","-7.25",",,,0","100",",X","","","","","16.1",",X","","","",""
"USW00026627","1967-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","12",",0","2",",0","0",",0","21","2,0","3","1,0","9",",0","30",",0","21",",0","0",",0","0",",0","6","","","","","","-32.2",",0,30,","127","2,,0,20,+","64","1,,0,11,","4.1",",,0,12,","5.6",",0,20,","2277.9","0","816.2",",0","15.4",",,,0","220","1,,,0","-8.88",",0","-4.94",",,,0","-12.81",",,,0","190",",X","","","","","27.3",",X","","","",""
"USW00026627","1967-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","14",",0","1",",0","0",",0","29","2,0","3","1,0","14",",0","31",",0","27",",0","0",",0","0",",0","11","","","","","","-34.4",",0,02,","330","2,,0,28,","130","1,,0,30,","2.8",",,0,30,","4.4",",0,29,+","3249.2","0","971.3",",0","14.0",",,,0","290","1,,,0","-13.00",",0","-9.63",",,,0","-16.37",",,,0","110",",X","","","","","17.4",",X","","","",""
"USW00026627","1968-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","11",",0","1",",0","0",",0","31",",0","1",",0","16",",0","31",",0","24",",0","0",",0","0",",0","10","","2","","","","-36.7",",0,18,","229",",,0,01,","43",",,0,25,","3.6",",,0,25,","5.6",",0,01,","4242.1","0","992.9",",0","12.5",",,,0","129",",,,0","-13.70",",0","-9.87",",,,0","-17.52",",,,0","80",",X","","","","","20.6",",X","","","",""
"USW00026627","1968-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","1",",0","0",",0","29",",0","3",",0","22",",0","29",",0","26",",0","0",",0","0",",0","8","","","","","","-37.2",",0,23,+","330",",,0,29,+","53",",,0,25,","4.1",",,0,08,","1.7",",0,13,+","5328.3","0","1086.2",",0","11.9",",,,0","174",",,,0","-19.12",",0","-14.26",",,,0","-23.99",",,,0","80",",X","","","","","17.0",",X","","","",""
"USW00026627","1968-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","10",",0","1",",0","0",",0","31",",0","2",",0","16",",0","31",",0","29",",0","0",",0","0",",0","5","","","","","","-36.7",",0,04,","457",",,0,25,+","46",",,0,02,","3.8",",,0,02,","1.7",",0,30,","6266.4","0","938.1",",0","12.1",",,,0","152",",,,0","-11.93",",0","-6.45",",,,0","-17.40",",,,0","","","","","","","","","","","",""
"USW00026627","1968-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","0",",0","0",",0","30",",0","0",",0","6",",0","30",",0","14",",0","0",",0","0",",0","","","","","","","-29.4",",0,07,","381",",,0,01,","15",",,0,20,","1.3",",,0,20,","4.4",",0,24,+","7012.5","0","746.1",",0","3.4",",,,0","34",",,,0","-6.54",",0","-1.86",",,,0","-11.22",",,,0","90",",X","","","","","17.4",",X","","","",""
"USW00026627","1968-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","6",",0","0",",0","11",",0","0",",0","0",",0","26",",0","2",",0","0",",0","0",",0","","","","","","","-11.7",",0,02,+","25",",,0,11,+","10",",,0,30,","11.4",",,0,11,","15.0",",0,21,","7528.9","0","516.4",",0","34.3",",,,0","10",",,,0","1.67",",0","5.88",",,,0","-2.53",",,,0","120",",X","","","","","14.3",",X","","","",""
"USW00026627","1968-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","13","","6","","","","-2.8",",0,02,","0",",,0,30,+","0",",,0,30,+","2.8",",,0,29,","20.0",",0,24,","7877.0","0","348.1",",0","6.2",",,,0","0",",,,0","6.73",",0","10.39",",,,0","3.06",",,,0","320",",X","","","","","13.4",",X","","","",""
"USW00026627","1968-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","4.7","0","4.7",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5","","2","","2","","6.1",",0,21,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,02,","30.0",",0,07,","130.3","0","130.3",",0","17.1",",,,0","0",",,,0","14.28",",0","18.46",",,,0","10.11",",,,0","100",",X","","","","","11.2",",X","","","",""
"USW00026627","1968-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","8.5","0","3.8",",0","18",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","3","","","","","","-0.6",",0,30,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,04,","29.4",",0,06,","312.3","0","182.0",",0","70.2",",,,0","0",",,,0","12.59",",0","17.24",",,,0","7.93",",,,0","240",",X","","","","","13.0",",X","","","",""
"USW00026627","1968-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","8.5","0","0.0",",0","14",",0","5",",0","0",",0","1",",0","1",",0","0",",0","15",",0","0",",0","0",",0","0",",0","","","","","","","-9.4",",0,25,","25",",,0,29,","25",",,0,29,","3.8",",,0,22,+","18.3",",0,06,","726.1","0","413.8",",0","22.2",",,,0","48",",,,0","4.54",",0","9.50",",,,0","-0.42",",,,0","320",",X","","","","","13.4",",X","","","",""
"USW00026627","1968-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","8.5","0","0.0",",0","11",",0","2",",0","0",",0","9",",0","0",",0","0",",0","30",",0","19",",0","0",",0","0",",0","","","","","","","-13.3",",0,27,","25",",,0,31,+","23",",,0,27,+","5.6",",,0,09,","5.6",",0,08,+","1387.1","0","661.0",",0","16.4",",,,0","89",",,,0","-2.99",",0","0.03",",,,0","-6.01",",,,0","80",",X","","","","","16.1",",X","","","",""
"USW00026627","1968-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","8.5","0","0.0",",0","6",",0","2",",0","0",",0","9",",0","3",",0","5",",0","30",",0","29",",0","0",",0","0",",0","1","","","","","","-37.2",",0,30,","229",",,0,30,+","135",",,0,27,","10.4",",,0,27,","1.7",",0,04,","2268.1","0","881.0",",0","18.7",",,,0","278",",,,0","-11.04",",0","-8.13",",,,0","-13.94",",,,0","90",",X","","","","","18.3",",X","","","",""
"USW00026627","1968-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","8.5","0","0.0",",0","6",",0","1",",0","0",",0","31",",0","2",",0","23",",0","31",",0","30",",0","0",",0","0",",0","6","","1","","","","-38.9",",0,07,","432",",,0,31,+","97",",,0,18,","4.6",",,0,18,","1.1",",0,19,","3436.5","0","1168.4",",0","9.7",",,,0","191",",,,0","-19.36",",0","-15.45",",,,0","-23.27",",,,0","90",",X","","","","","20.6",",X","","","",""
"USW00026627","1969-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","0",",0","0",",0","31",",0","1",",0","15",",0","31",",0","29",",0","0",",0","0",",0","9","","1","","","","-41.1",",0,03,","533",",,0,31,+","30",",,0,29,","1.0",",,0,29,","1.1",",0,23,","4483.5","0","1047.0",",0","3.9",",,,0","103",",,,0","-15.44",",0","-12.28",",,,0","-18.60",",,,0","90",",X","","","","","18.3",",X","","","",""
"USW00026627","1969-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","0",",0","0",",0","28",",0","2",",0","10",",0","28",",0","26",",0","0",",0","0",",0","9","","1","","","","-36.7",",0,09,","635",",,0,27,+","30",",,0,03,","1.0",",,0,11,+","3.3",",0,27,","5410.2","0","926.7",",0","5.4",",,,0","128",",,,0","-14.76",",0","-10.92",",,,0","-18.61",",,,0","100",",X","","","","","19.7",",X","","","",""
"USW00026627","1969-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","10",",0","0",",0","0",",0","31",",0","2",",0","10",",0","31",",0","27",",0","0",",0","0",",0","13","","2","","","","-26.7",",0,23,","559",",,0,01,","36",",,0,03,","1.3",",,0,26,+","3.3",",0,07,","6266.8","0","856.6",",0","6.1",",,,0","131",",,,0","-9.30",",0","-5.21",",,,0","-13.38",",,,0","90",",X","","","","","19.2",",X","","","",""
"USW00026627","1969-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","17",",0","1",",0","3",",0","28",",0","11",",0","0",",0","0",",0","11","","2","","","","-27.2",",0,04,","356",",,0,03,+","30",",,0,01,","1.8",",,0,01,","12.2",",0,29,","6901.2","0","634.4",",0","2.1",",,,0","35",",,,0","-2.82",",0","1.58",",,,0","-7.21",",,,0","320",",X","","","","","14.3",",X","","","",""
"USW00026627","1969-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","3",",0","0",",0","3","","1","","","","-3.9",",0,10,","0",",T,0,08,+","0",",T,0,20,+","7.9",",,0,14,","25.6",",0,25,+","7259.1","0","357.9",",0","13.5",",,,0","0",",T,,0","6.79",",0","12.37",",,,0","1.20",",,,0","100",",X","","","","","16.5",",X","","","",""
"USW00026627","1969-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","3","","1","","","","-2.2",",0,04,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,06,","21.7",",0,16,+","7501.0","0","241.9",",0","13.1",",,,0","0",",,,0","10.27",",0","13.73",",,,0","6.81",",,,0","140",",X","","","","","13.4",",X","","","",""
"USW00026627","1969-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","21",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9","","1","","1","","1.7",",0,29,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,23,","17.2",",0,20,+","210.8","0","210.8",",0","86.4",",,,0","0",",,,0","11.53",",0","14.27",",,,0","8.79",",,,0","250",",X","","","","","17.4",",X","","","",""
"USW00026627","1969-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","10","","2","","1","","-1.1",",0,23,+","0",",,0,31,+","0",",,0,31,+","19.3",",,0,30,","18.9",",0,27,","530.5","0","319.7",",0","76.9",",,,0","0",",,,0","8.02",",0","12.00",",,,0","4.04",",,,0","240",",X","","","","","18.3",",X","","","",""
"USW00026627","1969-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","-0.6",",0,22,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,02,","18.3",",0,09,","823.7","0","293.2",",0","20.0",",,,0","0",",,,0","8.56",",0","13.41",",,,0","3.71",",,,0","80",",X","","","","","11.6",",X","","","",""
"USW00026627","1969-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","12",",0","4",",0","0",",0","0",",0","0",",0","1",",0","18",",0","7",",0","0",",0","0",",0","5","","","","","","-17.8",",0,30,","0",",T,0,03,","13",",,0,03,","9.4",",,0,23,","12.2",",0,17,","1353.3","0","529.6",",0","26.7",",,,0","13",",,,0","1.25",",0","4.08",",,,0","-1.59",",,,0","80",",X","","","","","13.9",",X","","","",""
"USW00026627","1969-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","26",",0","6",",0","10",",0","30",",0","30",",0","0",",0","0",",0","10","","2","","","","-26.7",",0,14,","381",",,0,12,+","135",",,0,05,","3.8",",,0,11,","0.0",",0,28,","2262.4","0","909.1",",0","12.5",",,,0","470",",,,0","-11.97",",0","-8.99",",,,0","-14.95",",,,0","80",",X","","","","","18.3",",X","","","",""
"USW00026627","1969-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","31",",0","1",",0","9",",0","31",",0","27",",0","0",",0","0",",0","7","","1","","","","-26.7",",0,16,","76",",,0,31,+","46",",,0,31,","3.0",",,0,31,","4.4",",0,20,","3113.7","0","851.3",",0","5.4",",,,0","79",",,,0","-9.13",",0","-5.55",",,,0","-12.70",",,,0","90",",X","","","","","20.1",",X","","","",""
"USW00026627","1970-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","31",",0","3",",0","26",",0","31",",0","31",",0","0",",0","0",",0","1","","","","","","-41.1",",0,28,","203",",,0,02,+","66",",,0,20,","3.8",",,0,01,","-11.1",",0,01,","4386.5","0","1272.8",",0","7.8",",,,0","155",",,,0","-22.73",",0","-19.51",",,,0","-25.95",",,,0","70",",X","","","","","20.6",",X","","","",""
"USW00026627","1970-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","28",",0","0",",0","8",",0","28",",0","21",",0","0",",0","0",",0","2","","","","","","-37.2",",0,07,","102",",,0,01,","10",",,0,24,","1.0",",,0,24,","4.4",",0,24,","5216.2","0","829.7",",0","2.1",",,,0","21",",,,0","-11.30",",0","-7.28",",,,0","-15.32",",,,0","80",",X","","","","","25.0",",X","","","",""
"USW00026627","1970-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","31",",0","1",",0","8",",0","31",",0","25",",0","0",",0","0",",0","13","","","","","","-39.4",",0,08,","76",",,0,26,+","122",",,0,31,","12.4",",,0,31,","5.6",",0,29,","6063.6","0","847.4",",0","20.7",",,,0","172",",,,0","-9.00",",0","-5.45",",,,0","-12.56",",,,0","90",",X","","","","","17.9",",X","","","",""
"USW00026627","1970-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","12",",0","3",",0","0",",0","29",",0","3",",0","10",",0","28",",0","16",",0","0",",0","0",",0","12","","4","","","","-26.1",",0,02,","178",",,0,04,+","76",",,0,29,","5.8",",,0,12,","6.7",",0,15,","6834.4","0","770.8",",0","21.6",",,,0","193",",,,0","-7.36",",0","-3.66",",,,0","-11.07",",,,0","90",",X","","","","","17.9",",X","","","",""
"USW00026627","1970-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","2",",0","1",",0","0",",0","18",",0","6",",0","0",",0","0",",0","11","","6","","1","","-8.9",",0,02,","25",",,0,04,+","28",",,0,03,","7.6",",,0,17,+","17.2",",0,11,","7315.5","0","481.1",",0","18.6",",,,0","39",",,,0","2.81",",0","6.37",",,,0","-0.75",",,,0","320",",X","","","","","13.0",",X","","","",""
"USW00026627","1970-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","5","","3","","1","","0.0",",0,09,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,13,","16.1",",0,29,","7621.9","0","306.4",",0","23.4",",,,0","0",",,,0","8.12",",0","11.68",",,,0","4.55",",,,0","320",",X","","","","","13.9",",X","","","",""
"USW00026627","1970-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","16",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9","","2","","","","5.6",",0,15,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,30,","21.7",",0,26,","201.6","0","201.6",",0","63.9",",,,0","0",",,,0","11.83",",0","14.84",",,,0","8.82",",,,0","250",",X","","","","","13.9",",X","","","",""
"USW00026627","1970-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","20",",0","11",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","13","","4","","","","-2.2",",0,31,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,24,","20.0",",0,12,","450.4","0","248.8",",0","59.1",",,,0","0",",,,0","10.31",",0","13.77",",,,0","6.85",",,,0","270",",X","","","","","17.0",",X","","","",""
"USW00026627","1970-09","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","0",",0","0",",0","8","","1","","","","-12.2",",0,27,","0",",T,0,19,","0",",T,0,22,+","15.0",",,0,13,","13.9",",0,12,","894.1","0","443.7",",0","29.3",",,,0","0",",T,,0","3.54",",0","7.61",",,,0","-0.52",",,,0","80",",X","","","","","12.5",",X","","","",""
"USW00026627","1970-10","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","13",",0","4",",0","0",",0","23",",0","2",",0","7",",0","29",",0","18",",0","0",",0","0",",0","16","","1","","","","-23.3",",0,21,","102",",,0,17,","56",",,0,01,","23.1",",,0,07,+","6.1",",0,07,+","1673.6","0","779.5",",0","73.1",",,,0","147",",,,0","-6.81",",0","-3.07",",,,0","-10.55",",,,0","90",",X","","","","","21.0",",X","","","",""
"USW00026627","1970-11","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","14",",0","7",",0","0",",0","30",",0","5",",0","2",",0","30",",0","20",",0","0",",0","0",",0","12","","4","","","","-20.6",",0,29,","406",",,0,26,+","175",",,0,16,","20.1",",,0,16,","2.8",",0,08,+","2396.0","0","722.4",",0","59.6",",,,0","466",",,,0","-5.75",",0","-1.94",",,,0","-9.55",",,,0","230",",X","","","","","23.2",",X","","","",""
"USW00026627","1970-12","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","31",",0","3",",0","19",",0","30",",0","26",",0","0",",0","0",",0","10","","1","","","","-34.4",",0,27,","533",",,0,31,+","114",",,0,17,","10.9",",,0,17,","5.0",",0,20,","3461.0","0","1065.0",",0","30.9",",,,0","234",",,,0","-16.02",",0","-12.80",",,,0","-19.25",",,,0","200",",X","","","","","20.6",",X","","","",""
"USW00026627","1971-01","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","31",",0","1",",0","27",",0","31",",0","31",",0","0",",0","0",",0","12","","2","","","","-37.8",",0,26,","660",",,0,31,+","97",",,0,10,","9.7",",,0,10,","-4.4",",0,11,","4753.8","0","1292.8",",0","13.6",",,,0","139",",,,0","-23.37",",0","-19.82",",,,0","-26.92",",,,0","90",",X","","","","","15.6",",X","","","",""
"USW00026627","1971-02","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",Z","12",",0","2",",0","0",",0","28",",0","2",",0","24",",Z","28",",Z","28",",Z","0",",Z","0",",Z","12","","1","","","","-43.9",",Z,28,","838",",,0,28,+","43",",,0,07,","3.6",",,0,07,","-1.7",",Z,08,","5919.3","0","1165.5",",Z","14.3",",,,0","155",",,,0","-23.29",",Z","-18.99",",,,Z","-27.60",",,,Z","80",",X","","","","","17.9",",X","","","",""
"USW00026627","1971-03","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","31",",0","0",",0","17",",0","31",",0","26",",0","0",",0","0",",0","3","","","","","","-45.6",",0,11,","813",",,0,05,+","5",",,0,16,+","0.3",",,0,16,+","1.7",",0,19,+","7125.1","0","1205.8",",0","0.9",",,,0","13",",,,0","-20.56",",0","-15.39",",,,0","-25.74",",,,0","110",",X","","","","","23.7",",X","","","",""
"USW00026627","1971-04","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","4",",0","0",",0","0",",0","30",",0","0",",0","11",",0","30",",0","26",",0","0",",0","0",",0","6","","2","","","","-24.4",",0,06,","559",",,0,01,","8",",,0,14,","0.8",",,0,14,","5.0",",0,25,","7988.2","0","863.1",",0","1.7",",,,0","17",",,,0","-10.44",",0","-5.33",",,,0","-15.54",",,,0","70",",X","","","","","20.1",",X","","","",""
"USW00026627","1971-05","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",X","12",",X","1",",X","0",",X","24",",X","1",",X","0",",X","22",",X","7",",X","0",",X","0",",X","7","","","","","","-11.7",",X,09,","254",",,X,02,+","25",",,X,06,","2.5",",,X,06,","15.6",",X,31,","8544.5","0","556.3",",X","12.9",",,,X","69",",,,X","0.39",",X","4.23",",,,X","-3.45",",,,X","60","1,X","","","","","11.6","1,X","","","",""
"USW00026627","1971-06","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9","","6","","2","","0.6",",0,14,+","0",",T,0,11,+","0",",,0,30,+","2.8",",,0,17,","21.1",",0,30,","8814.6","0","270.1",",0","9.4",",,,0","0",",,,0","9.33",",0","12.28",",,,0","6.38",",,,0","110",",X","","","","","12.5",",X","","","",""
"USW00026627","1971-07","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","18",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","9","","","","","","3.9",",0,29,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,13,","22.2",",0,19,","189.2","0","189.2",",0","73.6",",,,0","0",",,,0","12.23",",0","16.03",",,,0","8.44",",,,0","240",",X","","","","","15.6",",X","","","",""
"USW00026627","1971-08","63.88333","-160.8","5.5","UNALAKLEET FIELD, AK US","0.0","0","0.0",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13","","1","","","","2.2",",0,20,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,06,","20.6",",0,14,","419.1","0","229.9",",0","36.8",",,,0","0",",,,0","10.92",",0","13.92",",,,0","7.91",",,,0","340",",X","","","","","11.6",",X","","","",""
